Survey Question ID,Survey Question English Text,Response Option,Total,Male,Female,Up to 29,30-49,50 and more,Married,Single,Divorced,No children,1 child,2 children,3 children,4 or more children
Q248,"Many things are desirable, but not all of them are essential characteristics of democracy. Please tell me for each of the following things how essential you think it is as a characteristic of democracy. Use this scale where 1 means “not at all an essential characteristic of democracy” and 10 means it definitely is “an essential characteristic of democracy” People obey their rulers.",4,%7.78,%6.96,%8.61,%8.56,%7.73,%6.98,%7.68,%7.66,%9.68,%8.21,%8.33,%7.99,%8.43,%3.37
Q248,"Many things are desirable, but not all of them are essential characteristics of democracy. Please tell me for each of the following things how essential you think it is as a characteristic of democracy. Use this scale where 1 means “not at all an essential characteristic of democracy” and 10 means it definitely is “an essential characteristic of democracy” People obey their rulers.",5,%13.75,%14.42,%13.08,%15.57,%13.9,%11.36,%13.23,%15.45,%11.29,%15.09,%17.71,%10.37,%11.88,%12.02
Q248,"Many things are desirable, but not all of them are essential characteristics of democracy. Please tell me for each of the following things how essential you think it is as a characteristic of democracy. Use this scale where 1 means “not at all an essential characteristic of democracy” and 10 means it definitely is “an essential characteristic of democracy” People obey their rulers.",6,%11.8,%10.69,%12.91,%10.66,%13.17,%10.71,%12.69,%11.11,%3.23,%11.29,%13.8,%11.22,%14.56,%8.65
Q248,"Many things are desirable, but not all of them are essential characteristics of democracy. Please tell me for each of the following things how essential you think it is as a characteristic of democracy. Use this scale where 1 means “not at all an essential characteristic of democracy” and 10 means it definitely is “an essential characteristic of democracy” People obey their rulers.",7,%10.02,%10.36,%9.69,%9.68,%10.31,%9.9,%9.82,%9.58,%17.74,%10.78,%7.55,%12.07,%8.05,%7.69
Q248,"Many things are desirable, but not all of them are essential characteristics of democracy. Please tell me for each of the following things how essential you think it is as a characteristic of democracy. Use this scale where 1 means “not at all an essential characteristic of democracy” and 10 means it definitely is “an essential characteristic of democracy” People obey their rulers.",8,%9.07,%9.11,%9.02,%7.57,%9.12,%10.71,%10.22,%7.02,%4.84,%8.01,%9.9,%10.88,%8.05,%8.65
Q248,"Many things are desirable, but not all of them are essential characteristics of democracy. Please tell me for each of the following things how essential you think it is as a characteristic of democracy. Use this scale where 1 means “not at all an essential characteristic of democracy” and 10 means it definitely is “an essential characteristic of democracy” People obey their rulers.",9,%4.97,%4.47,%5.46,%5.19,%4.42,%5.68,%4.54,%5.75,%3.23,%5.44,%4.17,%5.27,%3.83,%4.81
Q248,"Many things are desirable, but not all of them are essential characteristics of democracy. Please tell me for each of the following things how essential you think it is as a characteristic of democracy. Use this scale where 1 means “not at all an essential characteristic of democracy” and 10 means it definitely is “an essential characteristic of democracy” People obey their rulers.",An essential characteristic of democracy,%7.16,%8.12,%6.21,%7.01,%7.09,%7.47,%6.95,%7.15,%4.84,%6.47,%4.43,%6.8,%8.81,%14.42
Q248,"Many things are desirable, but not all of them are essential characteristics of democracy. Please tell me for each of the following things how essential you think it is as a characteristic of democracy. Use this scale where 1 means “not at all an essential characteristic of democracy” and 10 means it definitely is “an essential characteristic of democracy” People obey their rulers.",Don’t know,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q248,"Many things are desirable, but not all of them are essential characteristics of democracy. Please tell me for each of the following things how essential you think it is as a characteristic of democracy. Use this scale where 1 means “not at all an essential characteristic of democracy” and 10 means it definitely is “an essential characteristic of democracy” People obey their rulers.",No answer,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q248,"Many things are desirable, but not all of them are essential characteristics of democracy. Please tell me for each of the following things how essential you think it is as a characteristic of democracy. Use this scale where 1 means “not at all an essential characteristic of democracy” and 10 means it definitely is “an essential characteristic of democracy” People obey their rulers.",Other missing; Multiple answers Mail (EVS),%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q249,"Many things are desirable, but not all of them are essential characteristics of democracy. Please tell me for each of the following things how essential you think it is as a characteristic of democracy. Use this scale where 1 means “not at all an essential characteristic of democracy” and 10 means it definitely is “an essential characteristic of democracy” Women have the same rights as men.",Not an essential characteristic of democracy,%1.74,%1.82,%1.66,%1.4,%1.66,%2.27,%1.8,%1.53,%3.23,%1.44,%4.17,%0.17,%2.3,%2.4
Q249,"Many things are desirable, but not all of them are essential characteristics of democracy. Please tell me for each of the following things how essential you think it is as a characteristic of democracy. Use this scale where 1 means “not at all an essential characteristic of democracy” and 10 means it definitely is “an essential characteristic of democracy” Women have the same rights as men.",2,%0.91,%1.16,%0.66,%0.28,%0.92,%1.62,%1.27,%0.26,%1.61,%0.41,%1.3,%0.51,%3.45,%0.48
Q249,"Many things are desirable, but not all of them are essential characteristics of democracy. Please tell me for each of the following things how essential you think it is as a characteristic of democracy. Use this scale where 1 means “not at all an essential characteristic of democracy” and 10 means it definitely is “an essential characteristic of democracy” Women have the same rights as men.",3,%2.57,%2.57,%2.57,%1.96,%2.12,%4.06,%2.74,%2.3,%1.61,%2.36,%3.91,%2.38,%2.3,%1.92
Q249,"Many things are desirable, but not all of them are essential characteristics of democracy. Please tell me for each of the following things how essential you think it is as a characteristic of democracy. Use this scale where 1 means “not at all an essential characteristic of democracy” and 10 means it definitely is “an essential characteristic of democracy” Women have the same rights as men.",4,%4.02,%3.89,%4.14,%3.65,%4.24,%4.06,%4.41,%2.94,%6.45,%3.7,%4.17,%4.08,%5.36,%3.37
Q249,"Many things are desirable, but not all of them are essential characteristics of democracy. Please tell me for each of the following things how essential you think it is as a characteristic of democracy. Use this scale where 1 means “not at all an essential characteristic of democracy” and 10 means it definitely is “an essential characteristic of democracy” Women have the same rights as men.",5,%9.94,%9.53,%10.35,%10.38,%10.59,%8.28,%9.35,%11.24,%6.45,%10.99,%11.46,%8.5,%9.2,%7.21
Q249,"Many things are desirable, but not all of them are essential characteristics of democracy. Please tell me for each of the following things how essential you think it is as a characteristic of democracy. Use this scale where 1 means “not at all an essential characteristic of democracy” and 10 means it definitely is “an essential characteristic of democracy” Women have the same rights as men.",6,%10.39,%11.27,%9.52,%9.96,%10.87,%10.06,%10.96,%9.2,%12.9,%10.16,%10.68,%10.03,%8.43,%14.42
Q249,"Many things are desirable, but not all of them are essential characteristics of democracy. Please tell me for each of the following things how essential you think it is as a characteristic of democracy. Use this scale where 1 means “not at all an essential characteristic of democracy” and 10 means it definitely is “an essential characteristic of democracy” Women have the same rights as men.",7,%9.81,%9.44,%10.18,%11.64,%9.67,%7.95,%9.15,%11.62,%6.45,%12.01,%7.81,%9.18,%9.2,%5.77
Q249,"Many things are desirable, but not all of them are essential characteristics of democracy. Please tell me for each of the following things how essential you think it is as a characteristic of democracy. Use this scale where 1 means “not at all an essential characteristic of democracy” and 10 means it definitely is “an essential characteristic of democracy” Women have the same rights as men.",8,%10.93,%10.44,%11.42,%9.4,%11.42,%11.85,%10.96,%10.6,%9.68,%10.68,%9.11,%12.93,%6.9,%14.9
Q249,"Many things are desirable, but not all of them are essential characteristics of democracy. Please tell me for each of the following things how essential you think it is as a characteristic of democracy. Use this scale where 1 means “not at all an essential characteristic of democracy” and 10 means it definitely is “an essential characteristic of democracy” Women have the same rights as men.",9,%9.94,%9.53,%10.35,%8.84,%9.12,%12.66,%10.55,%8.94,%9.68,%8.83,%12.76,%10.03,%11.49,%7.69
Q249,"Many things are desirable, but not all of them are essential characteristics of democracy. Please tell me for each of the following things how essential you think it is as a characteristic of democracy. Use this scale where 1 means “not at all an essential characteristic of democracy” and 10 means it definitely is “an essential characteristic of democracy” Women have the same rights as men.",An essential characteristic of democracy,%36.65,%37.78,%35.51,%38.15,%36.83,%34.58,%35.8,%37.68,%41.94,%35.83,%32.03,%40.14,%38.7,%36.54
Q249,"Many things are desirable, but not all of them are essential characteristics of democracy. Please tell me for each of the following things how essential you think it is as a characteristic of democracy. Use this scale where 1 means “not at all an essential characteristic of democracy” and 10 means it definitely is “an essential characteristic of democracy” Women have the same rights as men.",Don’t know,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q249,"Many things are desirable, but not all of them are essential characteristics of democracy. Please tell me for each of the following things how essential you think it is as a characteristic of democracy. Use this scale where 1 means “not at all an essential characteristic of democracy” and 10 means it definitely is “an essential characteristic of democracy” Women have the same rights as men.",No answer,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q249,"Many things are desirable, but not all of them are essential characteristics of democracy. Please tell me for each of the following things how essential you think it is as a characteristic of democracy. Use this scale where 1 means “not at all an essential characteristic of democracy” and 10 means it definitely is “an essential characteristic of democracy” Women have the same rights as men.",Other missing; Multiple answers Mail (EVS),%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q250,How important is it for you to live in a country that is governed democratically? On this scale where 1 means it is “not at all important” and 10 means “absolutely important” what position would you choose?,Not at all important,%0.87,%0.99,%0.75,%0.7,%0.92,%0.97,%0.94,%0.77,%0,%0.72,%0.78,%0.34,%1.15,%2.88
Q250,How important is it for you to live in a country that is governed democratically? On this scale where 1 means it is “not at all important” and 10 means “absolutely important” what position would you choose?,2,%0.41,%0.33,%0.5,%0,%0.55,%0.65,%0.47,%0.26,%1.61,%0.31,%0.26,%0.68,%0.77,%0
Q250,How important is it for you to live in a country that is governed democratically? On this scale where 1 means it is “not at all important” and 10 means “absolutely important” what position would you choose?,3,%1.16,%0.99,%1.32,%0.98,%1.29,%1.14,%1.34,%0.77,%1.61,%0.82,%1.3,%1.36,%1.92,%0.96
Q250,How important is it for you to live in a country that is governed democratically? On this scale where 1 means it is “not at all important” and 10 means “absolutely important” what position would you choose?,4,%3.19,%2.9,%3.48,%4.35,%2.76,%2.6,%2.74,%3.7,%6.45,%3.8,%4.17,%2.21,%1.92,%2.88
Q250,How important is it for you to live in a country that is governed democratically? On this scale where 1 means it is “not at all important” and 10 means “absolutely important” what position would you choose?,5,%9.9,%10.11,%9.69,%8.84,%11.05,%9.09,%10.15,%9.2,%8.06,%9.45,%15.89,%7.14,%8.43,%10.58
Q250,How important is it for you to live in a country that is governed democratically? On this scale where 1 means it is “not at all important” and 10 means “absolutely important” what position would you choose?,6,%11.14,%11.6,%10.68,%12.9,%9.85,%11.36,%9.82,%13.28,%9.68,%12.94,%9.11,%11.73,%9.58,%6.73
Q250,How important is it for you to live in a country that is governed democratically? On this scale where 1 means it is “not at all important” and 10 means “absolutely important” what position would you choose?,7,%11.43,%10.52,%12.33,%11.22,%11.6,%11.36,%12.49,%10.09,%9.68,%11.6,%11.98,%11.22,%11.11,%10.58
Q250,How important is it for you to live in a country that is governed democratically? On this scale where 1 means it is “not at all important” and 10 means “absolutely important” what position would you choose?,8,%14.95,%14.42,%15.48,%13.32,%16.21,%14.61,%16.43,%13.03,%11.29,%15.09,%17.71,%15.14,%13.03,%11.06
Q250,How important is it for you to live in a country that is governed democratically? On this scale where 1 means it is “not at all important” and 10 means “absolutely important” what position would you choose?,9,%9.77,%10.19,%9.35,%8.56,%10.31,%10.23,%9.75,%9.45,%4.84,%9.24,%9.38,%8.84,%11.11,%13.94
Q250,How important is it for you to live in a country that is governed democratically? On this scale where 1 means it is “not at all important” and 10 means “absolutely important” what position would you choose?,Absolutely important,%35.07,%36.21,%33.94,%36.19,%33.61,%36.36,%34.07,%36.4,%46.77,%33.37,%28.12,%39.97,%39.46,%36.54
Q250,How important is it for you to live in a country that is governed democratically? On this scale where 1 means it is “not at all important” and 10 means “absolutely important” what position would you choose?,Don’t know,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q250,How important is it for you to live in a country that is governed democratically? On this scale where 1 means it is “not at all important” and 10 means “absolutely important” what position would you choose?,No answer,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q250,How important is it for you to live in a country that is governed democratically? On this scale where 1 means it is “not at all important” and 10 means “absolutely important” what position would you choose?,Other missing; Multiple answers Mail (EVS),%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q251,"And how democratically is this country being governed today? Again using a scale from  1 to 10, where 1 means that it is “not at all democratic” and 10 means that it is “completely democratic,” what position would you choose?",Not at all democratic,%3.52,%3.31,%3.73,%3.37,%3.22,%4.22,%3.41,%3.58,%6.45,%3.08,%2.08,%3.06,%4.98,%7.69
Q251,"And how democratically is this country being governed today? Again using a scale from  1 to 10, where 1 means that it is “not at all democratic” and 10 means that it is “completely democratic,” what position would you choose?",2,%2.57,%2.65,%2.48,%2.24,%2.58,%2.92,%2.54,%2.55,%4.84,%2.26,%3.39,%2.38,%3.83,%1.44
Q251,"And how democratically is this country being governed today? Again using a scale from  1 to 10, where 1 means that it is “not at all democratic” and 10 means that it is “completely democratic,” what position would you choose?",3,%6.46,%5.97,%6.95,%8.42,%5.34,%6.17,%6.08,%7.28,%6.45,%6.98,%8.59,%5.78,%4.21,%4.81
Q251,"And how democratically is this country being governed today? Again using a scale from  1 to 10, where 1 means that it is “not at all democratic” and 10 means that it is “completely democratic,” what position would you choose?",4,%8.82,%9.53,%8.11,%9.82,%8.75,%7.79,%7.82,%10.34,%12.9,%10.16,%10.16,%6.63,%8.43,%6.73
Q251,"And how democratically is this country being governed today? Again using a scale from  1 to 10, where 1 means that it is “not at all democratic” and 10 means that it is “completely democratic,” what position would you choose?",5,%14.12,%14.17,%14.07,%15.85,%15.75,%9.25,%13.03,%16.6,%11.29,%16.12,%15.36,%13.95,%11.11,%6.73
Q251,"And how democratically is this country being governed today? Again using a scale from  1 to 10, where 1 means that it is “not at all democratic” and 10 means that it is “completely democratic,” what position would you choose?",6,%13.25,%13.01,%13.49,%13.18,%12.06,%15.42,%13.36,%12.52,%16.13,%12.94,%13.8,%13.44,%13.79,%12.5
Q251,"And how democratically is this country being governed today? Again using a scale from  1 to 10, where 1 means that it is “not at all democratic” and 10 means that it is “completely democratic,” what position would you choose?",7,%15.94,%15.08,%16.8,%14.87,%15.65,%17.69,%16.97,%13.79,%19.35,%15.91,%14.32,%17.52,%16.48,%13.94
Q251,"And how democratically is this country being governed today? Again using a scale from  1 to 10, where 1 means that it is “not at all democratic” and 10 means that it is “completely democratic,” what position would you choose?",8,%16.89,%17.48,%16.31,%13.18,%18.69,%18.02,%17.97,%15.07,%11.29,%15.3,%16.67,%19.22,%17.24,%17.79
Q251,"And how democratically is this country being governed today? Again using a scale from  1 to 10, where 1 means that it is “not at all democratic” and 10 means that it is “completely democratic,” what position would you choose?",9,%7.37,%8.04,%6.71,%6.45,%8.2,%6.98,%7.95,%6.26,%4.84,%6.37,%6.25,%8.84,%6.51,%11.06
Q251,"And how democratically is this country being governed today? Again using a scale from  1 to 10, where 1 means that it is “not at all democratic” and 10 means that it is “completely democratic,” what position would you choose?",Completely democratic,%8.24,%8.78,%7.7,%8.42,%7.73,%8.93,%8.62,%7.92,%3.23,%7.29,%7.81,%6.97,%12.26,%12.02
Q251,"And how democratically is this country being governed today? Again using a scale from  1 to 10, where 1 means that it is “not at all democratic” and 10 means that it is “completely democratic,” what position would you choose?",Don’t know,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q251,"And how democratically is this country being governed today? Again using a scale from  1 to 10, where 1 means that it is “not at all democratic” and 10 means that it is “completely democratic,” what position would you choose?",No answer,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q251,"And how democratically is this country being governed today? Again using a scale from  1 to 10, where 1 means that it is “not at all democratic” and 10 means that it is “completely democratic,” what position would you choose?",Other missing; Multiple answers Mail (EVS),%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q252,"On a scale from 1 to 10 where “1” is “not satisfied at all” and “10” is “completely satisfied”, how satisfied are you with how the political system is functioning in your country these days?",Not satisfied at all,%3.6,%3.73,%3.48,%3.09,%3.41,%4.55,%3.27,%3.7,%11.29,%3.59,%2.08,%3.23,%3.45,%7.69
Q252,"On a scale from 1 to 10 where “1” is “not satisfied at all” and “10” is “completely satisfied”, how satisfied are you with how the political system is functioning in your country these days?",2,%2.73,%2.9,%2.57,%2.66,%2.67,%2.92,%2.61,%2.94,%4.84,%2.46,%2.34,%3.4,%3.83,%1.44
Q252,"On a scale from 1 to 10 where “1” is “not satisfied at all” and “10” is “completely satisfied”, how satisfied are you with how the political system is functioning in your country these days?",3,%6.0,%5.47,%6.54,%7.57,%5.34,%5.36,%5.01,%7.92,%6.45,%6.88,%5.47,%4.25,%7.66,%5.77
Q252,"On a scale from 1 to 10 where “1” is “not satisfied at all” and “10” is “completely satisfied”, how satisfied are you with how the political system is functioning in your country these days?",4,%11.43,%11.43,%11.42,%11.92,%11.33,%11.04,%10.29,%12.64,%19.35,%12.11,%13.28,%10.37,%7.66,%12.5
Q252,"On a scale from 1 to 10 where “1” is “not satisfied at all” and “10” is “completely satisfied”, how satisfied are you with how the political system is functioning in your country these days?",5,%14.33,%14.5,%14.16,%16.13,%15.19,%10.71,%13.49,%16.09,%8.06,%15.71,%18.75,%12.07,%11.88,%9.13
Q252,"On a scale from 1 to 10 where “1” is “not satisfied at all” and “10” is “completely satisfied”, how satisfied are you with how the political system is functioning in your country these days?",6,%14.74,%14.66,%14.82,%14.45,%14.92,%14.77,%15.5,%13.54,%14.52,%14.58,%15.36,%15.31,%14.94,%12.5
Q252,"On a scale from 1 to 10 where “1” is “not satisfied at all” and “10” is “completely satisfied”, how satisfied are you with how the political system is functioning in your country these days?",7,%15.57,%14.75,%16.39,%13.88,%14.92,%18.67,%15.83,%15.58,%11.29,%16.22,%11.46,%16.84,%16.86,%14.9
Q252,"On a scale from 1 to 10 where “1” is “not satisfied at all” and “10” is “completely satisfied”, how satisfied are you with how the political system is functioning in your country these days?",8,%18.47,%19.55,%17.38,%16.55,%18.78,%20.13,%19.91,%15.71,%16.13,%16.53,%20.83,%20.24,%19.92,%16.35
Q252,"On a scale from 1 to 10 where “1” is “not satisfied at all” and “10” is “completely satisfied”, how satisfied are you with how the political system is functioning in your country these days?",9,%5.8,%6.38,%5.22,%5.19,%6.26,%5.68,%6.81,%4.34,%1.61,%4.72,%3.65,%7.31,%7.66,%8.17
Q252,"On a scale from 1 to 10 where “1” is “not satisfied at all” and “10” is “completely satisfied”, how satisfied are you with how the political system is functioning in your country these days?",Completely satisfied,%4.35,%3.98,%4.72,%4.49,%4.6,%3.73,%4.88,%3.32,%1.61,%3.39,%4.69,%4.93,%4.21,%6.73
Q252,"On a scale from 1 to 10 where “1” is “not satisfied at all” and “10” is “completely satisfied”, how satisfied are you with how the political system is functioning in your country these days?",Don’t know,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q252,"On a scale from 1 to 10 where “1” is “not satisfied at all” and “10” is “completely satisfied”, how satisfied are you with how the political system is functioning in your country these days?",No answer,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q252,"On a scale from 1 to 10 where “1” is “not satisfied at all” and “10” is “completely satisfied”, how satisfied are you with how the political system is functioning in your country these days?",Other missing; Multiple answers Mail (EVS),%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q253,How much respect is there for individual human rights nowadays in this country? Do you feel there is:,A great deal of respect for individual human rights,%16.6,%16.74,%16.47,%15.01,%17.77,%16.4,%18.64,%13.54,%4.84,%14.27,%16.93,%17.52,%19.92,%20.19
Q253,How much respect is there for individual human rights nowadays in this country? Do you feel there is:,Fairly much respect,%44.02,%44.66,%43.38,%44.74,%43.46,%44.16,%44.49,%44.19,%43.55,%45.17,%43.75,%46.43,%39.85,%37.5
Q253,How much respect is there for individual human rights nowadays in this country? Do you feel there is:,Not much respect,%28.16,%28.17,%28.15,%28.75,%28.45,%26.95,%26.12,%30.27,%40.32,%29.67,%30.99,%24.32,%28.35,%26.44
Q253,How much respect is there for individual human rights nowadays in this country? Do you feel there is:,No respect at all,%9.81,%9.28,%10.35,%9.26,%9.3,%11.36,%9.69,%9.96,%9.68,%9.14,%7.81,%10.71,%11.11,%12.5
Q253,How much respect is there for individual human rights nowadays in this country? Do you feel there is:,Don’t know,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q253,How much respect is there for individual human rights nowadays in this country? Do you feel there is:,No answer,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q253,How much respect is there for individual human rights nowadays in this country? Do you feel there is:,Other missing; Multiple answers Mail (EVS),%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q254,How proud are you to be [country’s nationality]?,Very proud,%61.04,%61.31,%60.76,%59.61,%61.14,%62.5,%62.32,%59.77,%58.06,%58.93,%62.24,%64.12,%66.28,%53.37
Q254,How proud are you to be [country’s nationality]?,Quite proud,%26.63,%27.67,%25.58,%28.05,%25.78,%26.46,%24.98,%28.61,%32.26,%27.82,%29.17,%26.87,%20.31,%23.56
Q254,How proud are you to be [country’s nationality]?,Not very proud,%6.13,%5.05,%7.2,%6.17,%7.0,%4.55,%5.88,%6.51,%6.45,%8.42,%3.91,%4.59,%4.21,%6.25
Q254,How proud are you to be [country’s nationality]?,Not at all proud,%0.95,%0.83,%1.08,%0.98,%0.74,%1.3,%0.8,%1.02,%0,%0.92,%1.3,%0.85,%1.15,%0.48
Q254,How proud are you to be [country’s nationality]?,I am not [country’s nationality],%3.89,%3.65,%4.14,%3.37,%4.14,%4.06,%4.74,%2.55,%1.61,%2.36,%2.86,%2.72,%6.9,%12.5
Q254,How proud are you to be [country’s nationality]?,Don’t know,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q254,How proud are you to be [country’s nationality]?,No answer,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q254,How proud are you to be [country’s nationality]?,Other missing; Multiple answers Mail (EVS),%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q255,"People have different views about themselves and how they relate to the world. Using this card, would you tell me how close do you feel to…? Your [village, town or city]",Very close,%48.45,%48.72,%48.18,%46.0,%47.7,%52.6,%49.3,%47.38,%35.48,%48.15,%47.14,%49.15,%49.04,%49.52
Q255,"People have different views about themselves and how they relate to the world. Using this card, would you tell me how close do you feel to…? Your [village, town or city]",Close,%41.82,%42.42,%41.23,%43.48,%42.17,%39.29,%41.55,%42.27,%50.0,%41.48,%44.79,%43.37,%39.46,%36.54
Q255,"People have different views about themselves and how they relate to the world. Using this card, would you tell me how close do you feel to…? Your [village, town or city]",Not very close,%7.25,%6.88,%7.62,%7.29,%7.83,%6.17,%7.21,%7.28,%9.68,%7.49,%5.47,%6.12,%9.58,%9.62
Q255,"People have different views about themselves and how they relate to the world. Using this card, would you tell me how close do you feel to…? Your [village, town or city]",Not close at all,%1.53,%1.16,%1.9,%1.4,%1.66,%1.46,%1.54,%1.02,%3.23,%1.23,%2.08,%1.19,%1.53,%2.88
Q255,"People have different views about themselves and how they relate to the world. Using this card, would you tell me how close do you feel to…? Your [village, town or city]",Don’t know,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q255,"People have different views about themselves and how they relate to the world. Using this card, would you tell me how close do you feel to…? Your [village, town or city]",No answer,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q255,"People have different views about themselves and how they relate to the world. Using this card, would you tell me how close do you feel to…? Your [village, town or city]",Other missing; Multiple answers Mail (EVS),%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q256,"People have different views about themselves and how they relate to the world. Using this card, would you tell me how close do you feel to…? Your [county, region, district]",Very close,%36.07,%37.61,%34.52,%33.94,%35.45,%39.61,%37.14,%33.84,%33.87,%34.29,%36.2,%36.9,%38.31,%38.94
Q256,"People have different views about themselves and how they relate to the world. Using this card, would you tell me how close do you feel to…? Your [county, region, district]",Close,%42.53,%43.58,%41.47,%41.51,%42.08,%44.48,%42.82,%42.27,%40.32,%42.92,%39.06,%45.41,%41.76,%39.9
Q256,"People have different views about themselves and how they relate to the world. Using this card, would you tell me how close do you feel to…? Your [county, region, district]",Not very close,%15.69,%14.33,%17.05,%18.23,%16.11,%12.01,%14.56,%17.75,%17.74,%17.04,%19.01,%13.95,%12.64,%12.02
Q256,"People have different views about themselves and how they relate to the world. Using this card, would you tell me how close do you feel to…? Your [county, region, district]",Not close at all,%3.56,%2.73,%4.39,%3.09,%4.42,%2.6,%3.94,%2.68,%4.84,%2.87,%3.65,%2.89,%5.75,%5.77
Q256,"People have different views about themselves and how they relate to the world. Using this card, would you tell me how close do you feel to…? Your [county, region, district]",Don’t know,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q256,"People have different views about themselves and how they relate to the world. Using this card, would you tell me how close do you feel to…? Your [county, region, district]",No answer,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q256,"People have different views about themselves and how they relate to the world. Using this card, would you tell me how close do you feel to…? Your [county, region, district]",Other missing; Multiple answers Mail (EVS),%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q257,"People have different views about themselves and how they relate to the world. Using this card, would you tell me how close do you feel to…? [Country]",Very close,%41.33,%42.0,%40.65,%38.99,%41.99,%42.86,%42.15,%40.36,%38.71,%39.94,%36.2,%44.56,%47.51,%40.38
Q257,"People have different views about themselves and how they relate to the world. Using this card, would you tell me how close do you feel to…? [Country]",Close,%42.24,%42.58,%41.89,%43.06,%42.45,%40.91,%43.49,%40.49,%38.71,%41.07,%45.57,%44.05,%38.7,%40.87
Q257,"People have different views about themselves and how they relate to the world. Using this card, would you tell me how close do you feel to…? [Country]",Not very close,%13.13,%12.84,%13.41,%13.6,%12.52,%13.64,%11.62,%15.07,%17.74,%15.4,%15.36,%10.2,%10.34,%10.1
Q257,"People have different views about themselves and how they relate to the world. Using this card, would you tell me how close do you feel to…? [Country]",Not close at all,%2.03,%1.49,%2.57,%2.1,%2.03,%1.95,%2.14,%1.53,%3.23,%1.44,%2.34,%1.19,%2.68,%5.77
Q257,"People have different views about themselves and how they relate to the world. Using this card, would you tell me how close do you feel to…? [Country]",Don’t know,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q257,"People have different views about themselves and how they relate to the world. Using this card, would you tell me how close do you feel to…? [Country]",No answer,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q257,"People have different views about themselves and how they relate to the world. Using this card, would you tell me how close do you feel to…? [Country]",Other missing; Multiple answers Mail (EVS),%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q258,"People have different views about themselves and how they relate to the world. Using this card, would you tell me how close do you feel to…? [Continent; e.g. Europe, Asia etc.]",Very close,%6.71,%6.79,%6.62,%6.31,%6.63,%7.31,%6.61,%6.26,%9.68,%6.98,%4.69,%7.48,%5.75,%8.17
Q258,"People have different views about themselves and how they relate to the world. Using this card, would you tell me how close do you feel to…? [Continent; e.g. Europe, Asia etc.]",Close,%26.58,%25.27,%27.9,%28.89,%25.6,%25.65,%26.05,%27.84,%29.03,%28.13,%31.77,%25.0,%20.69,%21.63
Q258,"People have different views about themselves and how they relate to the world. Using this card, would you tell me how close do you feel to…? [Continent; e.g. Europe, Asia etc.]",Not very close,%39.67,%41.01,%38.33,%41.09,%40.52,%36.53,%38.01,%42.02,%40.32,%43.12,%44.01,%38.27,%31.42,%29.81
Q258,"People have different views about themselves and how they relate to the world. Using this card, would you tell me how close do you feel to…? [Continent; e.g. Europe, Asia etc.]",Not close at all,%23.19,%23.78,%22.6,%19.07,%23.66,%27.11,%25.85,%19.03,%17.74,%17.25,%16.67,%27.72,%37.55,%32.21
