Cinsiyet,Yaş Grubu,Medeni Durum,Çocuk Sahipliği,Eğitim Düzeyi,İş Durumu,Sosyal Sınıf,Yerleşim Yeri,Count,Prompt
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,İlkokul mezunu,Ücretli ve yarı zamanlı (yani haftada 30 saatten az) çalışıyor,"Çalışan, işçi, emekçi sınıfı","100,000 - 499,999 kişi arası",1,"Ayşe, 21 yaşında bekâr bir kadın, çocuğu yok, i̇lkokul mezunu, 410000 nüfusa sahip bir şehirde yaşıyor ve kendisini çalışan, işçi, emekçi sınıfı olarak tanımlıyor."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,İlkokul mezunu,Ev kadını,Orta sınıfın üst kısmında,"100,000 - 499,999 kişi arası",2,"Ayşe, 26 yaşında bekâr bir kadın, çocuğu yok, i̇lkokul mezunu, 240000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın üst kısmında olarak tanımlıyor."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,İlkokul mezunu,Ev kadını,Orta sınıfın alt kısmında,"5,000’den daha az kişi",1,"Ayşe, 24 yaşında bekâr bir kadın, çocuğu yok, i̇lkokul mezunu, 2200 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın alt kısmında olarak tanımlıyor."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,İlkokul mezunu,Ev kadını,Orta sınıfın alt kısmında,"20,000 - 99,999 kişi arası",4,"Ayşe, 20 yaşında bekâr bir kadın, çocuğu yok, i̇lkokul mezunu, 39000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın alt kısmında olarak tanımlıyor."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,İlkokul mezunu,Ev kadını,Orta sınıfın alt kısmında,"100,000 - 499,999 kişi arası",2,"Ayşe, 19 yaşında bekâr bir kadın, çocuğu yok, i̇lkokul mezunu, 420000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın alt kısmında olarak tanımlıyor."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,İlkokul mezunu,Ev kadını,"Çalışan, işçi, emekçi sınıfı","20,000 - 99,999 kişi arası",2,"Ayşe, 29 yaşında bekâr bir kadın, çocuğu yok, i̇lkokul mezunu, 51000 nüfusa sahip bir şehirde yaşıyor ve kendisini çalışan, işçi, emekçi sınıfı olarak tanımlıyor."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,İlkokul mezunu,Ev kadını,"Çalışan, işçi, emekçi sınıfı","100,000 - 499,999 kişi arası",1,"Ayşe, 29 yaşında bekâr bir kadın, çocuğu yok, i̇lkokul mezunu, 360000 nüfusa sahip bir şehirde yaşıyor ve kendisini çalışan, işçi, emekçi sınıfı olarak tanımlıyor."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,İlkokul mezunu,Ev kadını,"Çalışan, işçi, emekçi sınıfı","500,000 veya daha fazla kişi",1,"Ayşe, 28 yaşında bekâr bir kadın, çocuğu yok, i̇lkokul mezunu, 5000000 nüfusa sahip bir şehirde yaşıyor ve kendisini çalışan, işçi, emekçi sınıfı olarak tanımlıyor."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,İlkokul mezunu,Ev kadını,Alt sınıf,"5,000 - 19,999 kişi arası",1,"Ayşe, 21 yaşında bekâr bir kadın, çocuğu yok, i̇lkokul mezunu, 14000 nüfusa sahip bir şehirde yaşıyor ve kendisini alt sınıf olarak tanımlıyor."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,İlkokul mezunu,Ev kadını,Alt sınıf,"100,000 - 499,999 kişi arası",1,"Ayşe, 23 yaşında bekâr bir kadın, çocuğu yok, i̇lkokul mezunu, 180000 nüfusa sahip bir şehirde yaşıyor ve kendisini alt sınıf olarak tanımlıyor."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,İlkokul mezunu,Ev kadını,Alt sınıf,"500,000 veya daha fazla kişi",1,"Ayşe, 23 yaşında bekâr bir kadın, çocuğu yok, i̇lkokul mezunu, 2600000 nüfusa sahip bir şehirde yaşıyor ve kendisini alt sınıf olarak tanımlıyor."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,İlkokul mezunu,Öğrenci,Orta sınıfın üst kısmında,"5,000’den daha az kişi",1,"Ayşe, 28 yaşında bekâr bir kadın, çocuğu yok, i̇lkokul mezunu, 1300 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın üst kısmında olarak tanımlıyor."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,İlkokul mezunu,Öğrenci,"Çalışan, işçi, emekçi sınıfı","100,000 - 499,999 kişi arası",1,"Ayşe, 22 yaşında bekâr bir kadın, çocuğu yok, i̇lkokul mezunu, 310000 nüfusa sahip bir şehirde yaşıyor ve kendisini çalışan, işçi, emekçi sınıfı olarak tanımlıyor."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,İlkokul mezunu,İşsiz/iş arıyor,Orta sınıfın üst kısmında,"100,000 - 499,999 kişi arası",1,"Ayşe, 26 yaşında bekâr bir kadın, çocuğu yok, i̇lkokul mezunu, 470000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın üst kısmında olarak tanımlıyor."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,İlkokul mezunu,İşsiz/iş arıyor,Orta sınıfın alt kısmında,"5,000’den daha az kişi",1,"Ayşe, 18 yaşında bekâr bir kadın, çocuğu yok, i̇lkokul mezunu, 700 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın alt kısmında olarak tanımlıyor."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,İlkokul mezunu,İşsiz/iş arıyor,Orta sınıfın alt kısmında,"5,000 - 19,999 kişi arası",1,"Ayşe, 18 yaşında bekâr bir kadın, çocuğu yok, i̇lkokul mezunu, 15000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın alt kısmında olarak tanımlıyor."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,İlkokul mezunu,İşsiz/iş arıyor,Orta sınıfın alt kısmında,"100,000 - 499,999 kişi arası",1,"Ayşe, 21 yaşında bekâr bir kadın, çocuğu yok, i̇lkokul mezunu, 300000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın alt kısmında olarak tanımlıyor."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,İlkokul mezunu,İşsiz/iş arıyor,"Çalışan, işçi, emekçi sınıfı","20,000 - 99,999 kişi arası",2,"Ayşe, 25 yaşında bekâr bir kadın, çocuğu yok, i̇lkokul mezunu, 56000 nüfusa sahip bir şehirde yaşıyor ve kendisini çalışan, işçi, emekçi sınıfı olarak tanımlıyor."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,İlkokul mezunu,İşsiz/iş arıyor,"Çalışan, işçi, emekçi sınıfı","500,000 veya daha fazla kişi",2,"Ayşe, 27 yaşında bekâr bir kadın, çocuğu yok, i̇lkokul mezunu, 4500000 nüfusa sahip bir şehirde yaşıyor ve kendisini çalışan, işçi, emekçi sınıfı olarak tanımlıyor."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,İlkokul mezunu,İşsiz/iş arıyor,Alt sınıf,"20,000 - 99,999 kişi arası",2,"Ayşe, 21 yaşında bekâr bir kadın, çocuğu yok, i̇lkokul mezunu, 62000 nüfusa sahip bir şehirde yaşıyor ve kendisini alt sınıf olarak tanımlıyor."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,İlkokul mezunu,İşsiz/iş arıyor,Alt sınıf,"100,000 - 499,999 kişi arası",1,"Ayşe, 26 yaşında bekâr bir kadın, çocuğu yok, i̇lkokul mezunu, 210000 nüfusa sahip bir şehirde yaşıyor ve kendisini alt sınıf olarak tanımlıyor."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,İlkokul mezunu,Diğer (...),"Çalışan, işçi, emekçi sınıfı","500,000 veya daha fazla kişi",1,"Ayşe, 29 yaşında bekâr bir kadın, çocuğu yok, i̇lkokul mezunu, 5000000 nüfusa sahip bir şehirde yaşıyor ve kendisini çalışan, işçi, emekçi sınıfı olarak tanımlıyor."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Ortaokul mezunu,Ücretli ve tam zamanlı (yani haftada 30 saatten fazla) çalışıyor,Orta sınıfın üst kısmında,"100,000 - 499,999 kişi arası",1,"Ayşe, 23 yaşında bekâr bir kadın, çocuğu yok, ortaokul mezunu, 380000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın üst kısmında olarak tanımlıyor."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Ortaokul mezunu,Ücretli ve tam zamanlı (yani haftada 30 saatten fazla) çalışıyor,Orta sınıfın alt kısmında,"5,000 - 19,999 kişi arası",1,"Ayşe, 19 yaşında bekâr bir kadın, çocuğu yok, ortaokul mezunu, 12000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın alt kısmında olarak tanımlıyor."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Ortaokul mezunu,Ücretli ve tam zamanlı (yani haftada 30 saatten fazla) çalışıyor,"Çalışan, işçi, emekçi sınıfı","5,000’den daha az kişi",2,"Ayşe, 29 yaşında bekâr bir kadın, çocuğu yok, ortaokul mezunu, 2700 nüfusa sahip bir şehirde yaşıyor ve kendisini çalışan, işçi, emekçi sınıfı olarak tanımlıyor."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Ortaokul mezunu,Ücretli ve tam zamanlı (yani haftada 30 saatten fazla) çalışıyor,"Çalışan, işçi, emekçi sınıfı","20,000 - 99,999 kişi arası",1,"Ayşe, 22 yaşında bekâr bir kadın, çocuğu yok, ortaokul mezunu, 97000 nüfusa sahip bir şehirde yaşıyor ve kendisini çalışan, işçi, emekçi sınıfı olarak tanımlıyor."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Ortaokul mezunu,Ücretli ve tam zamanlı (yani haftada 30 saatten fazla) çalışıyor,"Çalışan, işçi, emekçi sınıfı","100,000 - 499,999 kişi arası",2,"Ayşe, 28 yaşında bekâr bir kadın, çocuğu yok, ortaokul mezunu, 210000 nüfusa sahip bir şehirde yaşıyor ve kendisini çalışan, işçi, emekçi sınıfı olarak tanımlıyor."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Ortaokul mezunu,Kendi işinin sahibi,Orta sınıfın üst kısmında,"100,000 - 499,999 kişi arası",1,"Ayşe, 24 yaşında bekâr bir kadın, çocuğu yok, ortaokul mezunu, 220000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın üst kısmında olarak tanımlıyor."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Ortaokul mezunu,Kendi işinin sahibi,Orta sınıfın alt kısmında,"5,000’den daha az kişi",1,"Ayşe, 19 yaşında bekâr bir kadın, çocuğu yok, ortaokul mezunu, 2900 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın alt kısmında olarak tanımlıyor."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Ortaokul mezunu,Ev kadını,Orta sınıfın üst kısmında,"100,000 - 499,999 kişi arası",1,"Ayşe, 26 yaşında bekâr bir kadın, çocuğu yok, ortaokul mezunu, 200000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın üst kısmında olarak tanımlıyor."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Ortaokul mezunu,Ev kadını,"Çalışan, işçi, emekçi sınıfı","20,000 - 99,999 kişi arası",1,"Ayşe, 19 yaşında bekâr bir kadın, çocuğu yok, ortaokul mezunu, 76000 nüfusa sahip bir şehirde yaşıyor ve kendisini çalışan, işçi, emekçi sınıfı olarak tanımlıyor."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Ortaokul mezunu,Ev kadını,"Çalışan, işçi, emekçi sınıfı","100,000 - 499,999 kişi arası",1,"Ayşe, 27 yaşında bekâr bir kadın, çocuğu yok, ortaokul mezunu, 340000 nüfusa sahip bir şehirde yaşıyor ve kendisini çalışan, işçi, emekçi sınıfı olarak tanımlıyor."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Ortaokul mezunu,Öğrenci,Orta sınıfın üst kısmında,"100,000 - 499,999 kişi arası",1,"Ayşe, 22 yaşında bekâr bir kadın, çocuğu yok, ortaokul mezunu, 300000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın üst kısmında olarak tanımlıyor."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Ortaokul mezunu,Öğrenci,Orta sınıfın alt kısmında,"100,000 - 499,999 kişi arası",2,"Ayşe, 27 yaşında bekâr bir kadın, çocuğu yok, ortaokul mezunu, 260000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın alt kısmında olarak tanımlıyor."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Ortaokul mezunu,Öğrenci,Alt sınıf,"100,000 - 499,999 kişi arası",1,"Ayşe, 29 yaşında bekâr bir kadın, çocuğu yok, ortaokul mezunu, 390000 nüfusa sahip bir şehirde yaşıyor ve kendisini alt sınıf olarak tanımlıyor."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Ortaokul mezunu,İşsiz/iş arıyor,"Çalışan, işçi, emekçi sınıfı","100,000 - 499,999 kişi arası",2,"Ayşe, 20 yaşında bekâr bir kadın, çocuğu yok, ortaokul mezunu, 380000 nüfusa sahip bir şehirde yaşıyor ve kendisini çalışan, işçi, emekçi sınıfı olarak tanımlıyor."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Liseden ayrılmış,İşsiz/iş arıyor,Orta sınıfın alt kısmında,"20,000 - 99,999 kişi arası",1,"Ayşe, 25 yaşında bekâr bir kadın, çocuğu yok, liseden ayrılmış, 33000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın alt kısmında olarak tanımlıyor."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Lise mezunu,Ücretli ve tam zamanlı (yani haftada 30 saatten fazla) çalışıyor,Orta sınıfın üst kısmında,"20,000 - 99,999 kişi arası",4,"Ayşe, 19 yaşında bekâr bir kadın, çocuğu yok, lise mezunu, 93000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın üst kısmında olarak tanımlıyor."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Lise mezunu,Ücretli ve tam zamanlı (yani haftada 30 saatten fazla) çalışıyor,Orta sınıfın üst kısmında,"100,000 - 499,999 kişi arası",4,"Ayşe, 22 yaşında bekâr bir kadın, çocuğu yok, lise mezunu, 400000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın üst kısmında olarak tanımlıyor."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Lise mezunu,Ücretli ve tam zamanlı (yani haftada 30 saatten fazla) çalışıyor,Orta sınıfın alt kısmında,"20,000 - 99,999 kişi arası",3,"Ayşe, 19 yaşında bekâr bir kadın, çocuğu yok, lise mezunu, 69000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın alt kısmında olarak tanımlıyor."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Lise mezunu,Ücretli ve tam zamanlı (yani haftada 30 saatten fazla) çalışıyor,Orta sınıfın alt kısmında,"100,000 - 499,999 kişi arası",8,"Ayşe, 22 yaşında bekâr bir kadın, çocuğu yok, lise mezunu, 280000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın alt kısmında olarak tanımlıyor."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Lise mezunu,Ücretli ve tam zamanlı (yani haftada 30 saatten fazla) çalışıyor,Orta sınıfın alt kısmında,"500,000 veya daha fazla kişi",2,"Ayşe, 27 yaşında bekâr bir kadın, çocuğu yok, lise mezunu, 4900000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın alt kısmında olarak tanımlıyor."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Lise mezunu,Ücretli ve tam zamanlı (yani haftada 30 saatten fazla) çalışıyor,"Çalışan, işçi, emekçi sınıfı","20,000 - 99,999 kişi arası",2,"Ayşe, 19 yaşında bekâr bir kadın, çocuğu yok, lise mezunu, 29000 nüfusa sahip bir şehirde yaşıyor ve kendisini çalışan, işçi, emekçi sınıfı olarak tanımlıyor."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Lise mezunu,Ücretli ve tam zamanlı (yani haftada 30 saatten fazla) çalışıyor,"Çalışan, işçi, emekçi sınıfı","100,000 - 499,999 kişi arası",3,"Ayşe, 26 yaşında bekâr bir kadın, çocuğu yok, lise mezunu, 390000 nüfusa sahip bir şehirde yaşıyor ve kendisini çalışan, işçi, emekçi sınıfı olarak tanımlıyor."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Lise mezunu,Ücretli ve tam zamanlı (yani haftada 30 saatten fazla) çalışıyor,"Çalışan, işçi, emekçi sınıfı","500,000 veya daha fazla kişi",3,"Ayşe, 20 yaşında bekâr bir kadın, çocuğu yok, lise mezunu, 900000 nüfusa sahip bir şehirde yaşıyor ve kendisini çalışan, işçi, emekçi sınıfı olarak tanımlıyor."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Lise mezunu,Ücretli ve yarı zamanlı (yani haftada 30 saatten az) çalışıyor,Orta sınıfın üst kısmında,"100,000 - 499,999 kişi arası",1,"Ayşe, 23 yaşında bekâr bir kadın, çocuğu yok, lise mezunu, 390000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın üst kısmında olarak tanımlıyor."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Lise mezunu,Ücretli ve yarı zamanlı (yani haftada 30 saatten az) çalışıyor,Orta sınıfın üst kısmında,"500,000 veya daha fazla kişi",1,"Ayşe, 28 yaşında bekâr bir kadın, çocuğu yok, lise mezunu, 2700000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın üst kısmında olarak tanımlıyor."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Lise mezunu,Ücretli ve yarı zamanlı (yani haftada 30 saatten az) çalışıyor,Orta sınıfın alt kısmında,"100,000 - 499,999 kişi arası",1,"Ayşe, 18 yaşında bekâr bir kadın, çocuğu yok, lise mezunu, 350000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın alt kısmında olarak tanımlıyor."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Lise mezunu,Ücretli ve yarı zamanlı (yani haftada 30 saatten az) çalışıyor,Orta sınıfın alt kısmında,"500,000 veya daha fazla kişi",1,"Ayşe, 29 yaşında bekâr bir kadın, çocuğu yok, lise mezunu, 4500000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın alt kısmında olarak tanımlıyor."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Lise mezunu,Ücretli ve yarı zamanlı (yani haftada 30 saatten az) çalışıyor,"Çalışan, işçi, emekçi sınıfı","100,000 - 499,999 kişi arası",1,"Ayşe, 22 yaşında bekâr bir kadın, çocuğu yok, lise mezunu, 320000 nüfusa sahip bir şehirde yaşıyor ve kendisini çalışan, işçi, emekçi sınıfı olarak tanımlıyor."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Lise mezunu,Kendi işinin sahibi,Orta sınıfın üst kısmında,"20,000 - 99,999 kişi arası",2,"Ayşe, 18 yaşında bekâr bir kadın, çocuğu yok, lise mezunu, 59000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın üst kısmında olarak tanımlıyor."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Lise mezunu,Kendi işinin sahibi,Orta sınıfın üst kısmında,"100,000 - 499,999 kişi arası",1,"Ayşe, 25 yaşında bekâr bir kadın, çocuğu yok, lise mezunu, 280000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın üst kısmında olarak tanımlıyor."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Lise mezunu,Kendi işinin sahibi,Orta sınıfın üst kısmında,"500,000 veya daha fazla kişi",1,"Ayşe, 23 yaşında bekâr bir kadın, çocuğu yok, lise mezunu, 1000000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın üst kısmında olarak tanımlıyor."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Lise mezunu,Kendi işinin sahibi,Orta sınıfın alt kısmında,"500,000 veya daha fazla kişi",1,"Ayşe, 26 yaşında bekâr bir kadın, çocuğu yok, lise mezunu, 3000000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın alt kısmında olarak tanımlıyor."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Lise mezunu,Kendi işinin sahibi,"Çalışan, işçi, emekçi sınıfı","5,000’den daha az kişi",1,"Ayşe, 21 yaşında bekâr bir kadın, çocuğu yok, lise mezunu, 3600 nüfusa sahip bir şehirde yaşıyor ve kendisini çalışan, işçi, emekçi sınıfı olarak tanımlıyor."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Lise mezunu,Ev kadını,Orta sınıfın alt kısmında,"5,000 - 19,999 kişi arası",1,"Ayşe, 18 yaşında bekâr bir kadın, çocuğu yok, lise mezunu, 17000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın alt kısmında olarak tanımlıyor."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Lise mezunu,Ev kadını,Orta sınıfın alt kısmında,"20,000 - 99,999 kişi arası",2,"Ayşe, 24 yaşında bekâr bir kadın, çocuğu yok, lise mezunu, 65000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın alt kısmında olarak tanımlıyor."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Lise mezunu,Ev kadını,Orta sınıfın alt kısmında,"100,000 - 499,999 kişi arası",2,"Ayşe, 19 yaşında bekâr bir kadın, çocuğu yok, lise mezunu, 210000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın alt kısmında olarak tanımlıyor."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Lise mezunu,Ev kadını,"Çalışan, işçi, emekçi sınıfı","20,000 - 99,999 kişi arası",1,"Ayşe, 18 yaşında bekâr bir kadın, çocuğu yok, lise mezunu, 58000 nüfusa sahip bir şehirde yaşıyor ve kendisini çalışan, işçi, emekçi sınıfı olarak tanımlıyor."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Lise mezunu,Ev kadını,"Çalışan, işçi, emekçi sınıfı","100,000 - 499,999 kişi arası",1,"Ayşe, 28 yaşında bekâr bir kadın, çocuğu yok, lise mezunu, 480000 nüfusa sahip bir şehirde yaşıyor ve kendisini çalışan, işçi, emekçi sınıfı olarak tanımlıyor."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Lise mezunu,Ev kadını,Alt sınıf,"20,000 - 99,999 kişi arası",1,"Ayşe, 25 yaşında bekâr bir kadın, çocuğu yok, lise mezunu, 39000 nüfusa sahip bir şehirde yaşıyor ve kendisini alt sınıf olarak tanımlıyor."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Lise mezunu,Öğrenci,Orta sınıfın üst kısmında,"20,000 - 99,999 kişi arası",5,"Ayşe, 29 yaşında bekâr bir kadın, çocuğu yok, lise mezunu, 55000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın üst kısmında olarak tanımlıyor."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Lise mezunu,Öğrenci,Orta sınıfın üst kısmında,"100,000 - 499,999 kişi arası",8,"Ayşe, 19 yaşında bekâr bir kadın, çocuğu yok, lise mezunu, 170000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın üst kısmında olarak tanımlıyor."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Lise mezunu,Öğrenci,Orta sınıfın üst kısmında,"500,000 veya daha fazla kişi",2,"Ayşe, 20 yaşında bekâr bir kadın, çocuğu yok, lise mezunu, 800000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın üst kısmında olarak tanımlıyor."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Lise mezunu,Öğrenci,Orta sınıfın alt kısmında,"20,000 - 99,999 kişi arası",4,"Ayşe, 19 yaşında bekâr bir kadın, çocuğu yok, lise mezunu, 49000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın alt kısmında olarak tanımlıyor."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Lise mezunu,Öğrenci,Orta sınıfın alt kısmında,"100,000 - 499,999 kişi arası",5,"Ayşe, 27 yaşında bekâr bir kadın, çocuğu yok, lise mezunu, 290000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın alt kısmında olarak tanımlıyor."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Lise mezunu,Öğrenci,"Çalışan, işçi, emekçi sınıfı","5,000’den daha az kişi",1,"Ayşe, 24 yaşında bekâr bir kadın, çocuğu yok, lise mezunu, 800 nüfusa sahip bir şehirde yaşıyor ve kendisini çalışan, işçi, emekçi sınıfı olarak tanımlıyor."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Lise mezunu,Öğrenci,"Çalışan, işçi, emekçi sınıfı","100,000 - 499,999 kişi arası",4,"Ayşe, 18 yaşında bekâr bir kadın, çocuğu yok, lise mezunu, 240000 nüfusa sahip bir şehirde yaşıyor ve kendisini çalışan, işçi, emekçi sınıfı olarak tanımlıyor."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Lise mezunu,Öğrenci,"Çalışan, işçi, emekçi sınıfı","500,000 veya daha fazla kişi",1,"Ayşe, 27 yaşında bekâr bir kadın, çocuğu yok, lise mezunu, 2000000 nüfusa sahip bir şehirde yaşıyor ve kendisini çalışan, işçi, emekçi sınıfı olarak tanımlıyor."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Lise mezunu,İşsiz/iş arıyor,Orta sınıfın üst kısmında,"20,000 - 99,999 kişi arası",1,"Ayşe, 20 yaşında bekâr bir kadın, çocuğu yok, lise mezunu, 35000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın üst kısmında olarak tanımlıyor."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Lise mezunu,İşsiz/iş arıyor,Orta sınıfın üst kısmında,"100,000 - 499,999 kişi arası",1,"Ayşe, 22 yaşında bekâr bir kadın, çocuğu yok, lise mezunu, 280000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın üst kısmında olarak tanımlıyor."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Lise mezunu,İşsiz/iş arıyor,Orta sınıfın alt kısmında,"20,000 - 99,999 kişi arası",1,"Ayşe, 27 yaşında bekâr bir kadın, çocuğu yok, lise mezunu, 32000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın alt kısmında olarak tanımlıyor."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Lise mezunu,İşsiz/iş arıyor,Orta sınıfın alt kısmında,"500,000 veya daha fazla kişi",1,"Ayşe, 19 yaşında bekâr bir kadın, çocuğu yok, lise mezunu, 1300000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın alt kısmında olarak tanımlıyor."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Lise mezunu,İşsiz/iş arıyor,"Çalışan, işçi, emekçi sınıfı","20,000 - 99,999 kişi arası",1,"Ayşe, 27 yaşında bekâr bir kadın, çocuğu yok, lise mezunu, 98000 nüfusa sahip bir şehirde yaşıyor ve kendisini çalışan, işçi, emekçi sınıfı olarak tanımlıyor."
