Turkish Question ID,Turkish Question Text,Turkish Response Options,English Question ID,English Question Text,English Response Options
Q54,"Son 12 ay içinde, siz veya aileniz ne kadar sıklıkta aşağıda sayacağım durumlarla karşı karşıya kaldınız? Sık sık mı böyle bir durumla karşılaştınız, bazen mi, pek karşılaşmadınız mı, yoksa hiç mi böyle bir durum başınıza gelmedi? Yeterli nakit bulamamak","['Sık Sık', 'Bazen', 'Pek Değil', 'Hiç Değil', 'Fikri Yok', 'Cevap Yok']",Q54,"In the last 12 months, how often have your or your family…? Gone without a cash income","['Often', 'Sometimes', 'Rarely', 'Never']"
Q55,"Son 12 ay içinde, siz veya aileniz ne kadar sıklıkta aşağıda sayacağım durumlarla karşı karşıya kaldınız? Sık sık mı böyle bir durumla karşılaştınız, bazen mi, pek karşılaşmadınız mı, yoksa hiç mi böyle bir durum başınıza gelmedi? Başınızı sokacağınız bir ev, bir çatı bulamamak","['Sık Sık', 'Bazen', 'Pek Değil', 'Hiç Değil', 'Fikri Yok', 'Cevap Yok']",Q55,"In the last 12 months, how often have your or your family…? Gone without a safe shelter over your head","['Often', 'Sometimes', 'Rarely', 'Never']"
Q56,"Şu andaki hayat standardınızı, ana-babanızın yaklaşık sizin yaşınızdaykenki hayat standartları ile karşılaştıracak olursanız, sizin durumunuz onlardan daha mı iyi, hemen hemen aynı mı, yoksa onların yaşam standardı daha mı iyiydi dersiniz?","[Benim durumum daha iyi', 'Onların yaşam standardı daha iyiydi', 'Yaklaşık aynı', 'Fikri Yok', 'Cevap Yok']",Q56,"Comparing your standard of living with your parents’ standard of living when they were about your age, would you say that you are better off, worse off or about the same? 1. Better off, 2. Worse off, 3. Or about the same?","['Better off', 'Worse off', 'Or about the same']"
Q57,"Sizce genelde insanların çoğunluğuna güvenilebilir mi? Yoksa başkalarıyla bir ilişki kurarken veya iş yaparken çok dikkatli olmak mı gerekir?
","['İnsanların çoğuna güvenilebilir', 'Çok dikkatli olmak gerekir', 'Fikri Yok', 'Cevap Yok']",Q57,"Generally speaking, would you say that most people can be trusted or that you need to be very careful in dealing with people?","['Most people can be trusted
', 'Need to be very careful']"
Q58,"Size çeşitli gruplardan insanlara ne kadar güvendiğinizi soracağım. Bunların her biri için, “tamamen güvenirim”, “biraz güvenirim”, “pek güvenmem”, “hiç güvenmem” şeklinde bir cevap veriniz. Aileniz","['Tamamen Güvenirim', 'Biraz Güvenirim', 'Pek Güvenmem', 'Hiç Güvenmem', 'Fikri Yok', 'Cevap Yok']",Q58,"I‘d like to ask you how much you trust people from various groups. Could you tell me for each whether you trust people from this group completely, somewhat, not very much or not at all? Your family","['Trust completely', 'Trust somewhat', 'Do not trust very much', 'Do not trust at all']"
Q59,"Size çeşitli gruplardan insanlara ne kadar güvendiğinizi soracağım. Bunların her biri için, “tamamen güvenirim”, “biraz güvenirim”, “pek güvenmem”, “hiç güvenmem” şeklinde bir cevap veriniz. Mahalleniz (veya köyünüzdeki insanlar)","['Tamamen Güvenirim', 'Biraz Güvenirim', 'Pek Güvenmem', 'Hiç Güvenmem', 'Fikri Yok', 'Cevap Yok']",Q59,"I‘d like to ask you how much you trust people from various groups. Could you tell me for each whether you trust people from this group completely, somewhat, not very much or not at all? Your neighborhood","['Trust completely', 'Trust somewhat', 'Do not trust very much', 'Do not trust at all']"
Q60,"Size çeşitli gruplardan insanlara ne kadar güvendiğinizi soracağım. Bunların her biri için, “tamamen güvenirim”, “biraz güvenirim”, “pek güvenmem”, “hiç güvenmem” şeklinde bir cevap veriniz. Şahsen tanıdığınız insanlar","['Tamamen Güvenirim', 'Biraz Güvenirim', 'Pek Güvenmem', 'Hiç Güvenmem', 'Fikri Yok', 'Cevap Yok']",Q60,"I‘d like to ask you how much you trust people from various groups. Could you tell me for each whether you trust people from this group completely, somewhat, not very much or not at all? People you know personally","['Trust completely', 'Trust somewhat', 'Do not trust very much', 'Do not trust at all']"
Q61,"Size çeşitli gruplardan insanlara ne kadar güvendiğinizi soracağım. Bunların her biri için, “tamamen güvenirim”, “biraz güvenirim”, “pek güvenmem”, “hiç güvenmem” şeklinde bir cevap veriniz. İlk kez tanıştığınız insanlar","['Tamamen Güvenirim', 'Biraz Güvenirim', 'Pek Güvenmem', 'Hiç Güvenmem', 'Fikri Yok', 'Cevap Yok']",Q61,"I‘d like to ask you how much you trust people from various groups. Could you tell me for each whether you trust people from this group completely, somewhat, not very much or not at all? People you meet for the first time","['Trust completely', 'Trust somewhat', 'Do not trust very much', 'Do not trust at all']"
Q62,"Size çeşitli gruplardan insanlara ne kadar güvendiğinizi soracağım. Bunların her biri için, “tamamen güvenirim”, “biraz güvenirim”, “pek güvenmem”, “hiç güvenmem” şeklinde bir cevap veriniz. Başka bir dinden insanlar","['Tamamen Güvenirim', 'Biraz Güvenirim', 'Pek Güvenmem', 'Hiç Güvenmem', 'Fikri Yok', 'Cevap Yok']",Q62,"I‘d like to ask you how much you trust people from various groups. Could you tell me for each whether you trust people from this group completely, somewhat, not very much or not at all? People of another religion","['Trust completely', 'Trust somewhat', 'Do not trust very much', 'Do not trust at all']"
Q63,"Size çeşitli gruplardan insanlara ne kadar güvendiğinizi soracağım. Bunların her biri için, “tamamen güvenirim”, “biraz güvenirim”, “pek güvenmem”, “hiç güvenmem” şeklinde bir cevap veriniz. Başka bir milletten insanlar","['Tamamen Güvenirim', 'Biraz Güvenirim', 'Pek Güvenmem', 'Hiç Güvenmem', 'Fikri Yok', 'Cevap Yok']",Q63,"I‘d like to ask you how much you trust people from various groups. Could you tell me for each whether you trust people from this group completely, somewhat, not very much or not at all? People of another nationality","['Trust completely', 'Trust somewhat', 'Do not trust very much', 'Do not trust at all']"
Q64,"Aşağıda sayacağım kurumlardan her birine ne kadar güvenirsiniz? “tamamen güvenirim”, “biraz güvenirim”, “pek güvenmem”, “hiç güvenmem” şeklinde bir cevap veriniz. Din adamları, dini liderler","['Tamamen Güvenirim', 'Biraz Güvenirim', 'Pek Güvenmem', 'Hiç Güvenmem', 'Fikri Yok', 'Cevap Yok']",Q64,"I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The churches(mosque, temple etc.)","['A great deal', 'Quite a lot', 'Not very much', 'None at all']"
Q65,"Aşağıda sayacağım kurumlardan her birine ne kadar güvenirsiniz? “tamamen güvenirim”, “biraz güvenirim”, “pek güvenmem”, “hiç güvenmem” şeklinde bir cevap veriniz. Ordu","['Tamamen Güvenirim', 'Biraz Güvenirim', 'Pek Güvenmem', 'Hiç Güvenmem', 'Fikri Yok', 'Cevap Yok']",Q65,"I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The armed forces","['A great deal', 'Quite a lot', 'Not very much', 'None at all']"
Q66,"Aşağıda sayacağım kurumlardan her birine ne kadar güvenirsiniz? “tamamen güvenirim”, “biraz güvenirim”, “pek güvenmem”, “hiç güvenmem” şeklinde bir cevap veriniz. Basın (gazeteler,dergiler)","['Tamamen Güvenirim', 'Biraz Güvenirim', 'Pek Güvenmem', 'Hiç Güvenmem', 'Fikri Yok', 'Cevap Yok']",Q66,"I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The press","['A great deal', 'Quite a lot', 'Not very much', 'None at all']"
Q67,"Aşağıda sayacağım kurumlardan her birine ne kadar güvenirsiniz? “tamamen güvenirim”, “biraz güvenirim”, “pek güvenmem”, “hiç güvenmem” şeklinde bir cevap veriniz. Televizyonlar","['Tamamen Güvenirim', 'Biraz Güvenirim', 'Pek Güvenmem', 'Hiç Güvenmem', 'Fikri Yok', 'Cevap Yok']",Q67,"I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? Television","['A great deal', 'Quite a lot', 'Not very much', 'None at all']"
Q68,"Aşağıda sayacağım kurumlardan her birine ne kadar güvenirsiniz? “tamamen güvenirim”, “biraz güvenirim”, “pek güvenmem”, “hiç güvenmem” şeklinde bir cevap veriniz. İşçi sendikaları","['Tamamen Güvenirim', 'Biraz Güvenirim', 'Pek Güvenmem', 'Hiç Güvenmem', 'Fikri Yok', 'Cevap Yok']",Q68,"I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? Labor unions","['A great deal', 'Quite a lot', 'Not very much', 'None at all']"
Q69,"Aşağıda sayacağım kurumlardan her birine ne kadar güvenirsiniz? “tamamen güvenirim”, “biraz güvenirim”, “pek güvenmem”, “hiç güvenmem” şeklinde bir cevap veriniz. Polis","['Tamamen Güvenirim', 'Biraz Güvenirim', 'Pek Güvenmem', 'Hiç Güvenmem', 'Fikri Yok', 'Cevap Yok']",Q69,"I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The police","['A great deal', 'Quite a lot', 'Not very much', 'None at all']"
Q70,"Aşağıda sayacağım kurumlardan her birine ne kadar güvenirsiniz? “tamamen güvenirim”, “biraz güvenirim”, “pek güvenmem”, “hiç güvenmem” şeklinde bir cevap veriniz. Mahkemeler, hukuk sistemi","['Tamamen Güvenirim', 'Biraz Güvenirim', 'Pek Güvenmem', 'Hiç Güvenmem', 'Fikri Yok', 'Cevap Yok']",Q70,"I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The courts","['A great deal', 'Quite a lot', 'Not very much', 'None at all']"
Q71,"Aşağıda sayacağım kurumlardan her birine ne kadar güvenirsiniz? “tamamen güvenirim”, “biraz güvenirim”, “pek güvenmem”, “hiç güvenmem” şeklinde bir cevap veriniz. Hükümet","['Tamamen Güvenirim', 'Biraz Güvenirim', 'Pek Güvenmem', 'Hiç Güvenmem', 'Fikri Yok', 'Cevap Yok']",Q71,"I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The government","['A great deal', 'Quite a lot', 'Not very much', 'None at all']"
Q72,"Aşağıda sayacağım kurumlardan her birine ne kadar güvenirsiniz? “tamamen güvenirim”, “biraz güvenirim”, “pek güvenmem”, “hiç güvenmem” şeklinde bir cevap veriniz. Genel olarak siyasi partiler","['Tamamen Güvenirim', 'Biraz Güvenirim', 'Pek Güvenmem', 'Hiç Güvenmem', 'Fikri Yok', 'Cevap Yok']",Q72,"I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? Political parties","['A great deal', 'Quite a lot', 'Not very much', 'None at all']"
Q73,"Aşağıda sayacağım kurumlardan her birine ne kadar güvenirsiniz? “tamamen güvenirim”, “biraz güvenirim”, “pek güvenmem”, “hiç güvenmem” şeklinde bir cevap veriniz. Parlamento yani Büyük Millet Meclisi","['Tamamen Güvenirim', 'Biraz Güvenirim', 'Pek Güvenmem', 'Hiç Güvenmem', 'Fikri Yok', 'Cevap Yok']",Q73,"I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? Parliament","['A great deal', 'Quite a lot', 'Not very much', 'None at all']"
Q74,"Aşağıda sayacağım kurumlardan her birine ne kadar güvenirsiniz? “tamamen güvenirim”, “biraz güvenirim”, “pek güvenmem”, “hiç güvenmem” şeklinde bir cevap veriniz. Devlet memurları, bürokratlar","['Tamamen Güvenirim', 'Biraz Güvenirim', 'Pek Güvenmem', 'Hiç Güvenmem', 'Fikri Yok', 'Cevap Yok']",Q74,"I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? The civil service","['A great deal', 'Quite a lot', 'Not very much', 'None at all']"
Q75,"Aşağıda sayacağım kurumlardan her birine ne kadar güvenirsiniz? “tamamen güvenirim”, “biraz güvenirim”, “pek güvenmem”, “hiç güvenmem” şeklinde bir cevap veriniz. Üniversiteler","['Tamamen Güvenirim', 'Biraz Güvenirim', 'Pek Güvenmem', 'Hiç Güvenmem', 'Fikri Yok', 'Cevap Yok']",Q75,"I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? Universities","['A great deal', 'Quite a lot', 'Not very much', 'None at all']"
Q76,"Aşağıda sayacağım kurumlardan her birine ne kadar güvenirsiniz? “tamamen güvenirim”, “biraz güvenirim”, “pek güvenmem”, “hiç güvenmem” şeklinde bir cevap veriniz. Seçimler","['Tamamen Güvenirim', 'Biraz Güvenirim', 'Pek Güvenmem', 'Hiç Güvenmem', 'Fikri Yok', 'Cevap Yok']",Q76,"I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? Elections","['A great deal', 'Quite a lot', 'Not very much', 'None at all']"
Q77,"Aşağıda sayacağım kurumlardan her birine ne kadar güvenirsiniz? “tamamen güvenirim”, “biraz güvenirim”, “pek güvenmem”, “hiç güvenmem” şeklinde bir cevap veriniz. Büyük şirketler","['Tamamen Güvenirim', 'Biraz Güvenirim', 'Pek Güvenmem', 'Hiç Güvenmem', 'Fikri Yok', 'Cevap Yok']",Q77,"I am going to name a number of organizations. For each one, could you tell me how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all? Major companies","['A great deal', 'Quite a lot', 'Not very much', 'None at all']"
