Survey Question ID,Survey Question English Text,Response Option,Total,Male,Female,Up to 29,30-49,50 and more,Married,Single,Divorced,No children,1 child,2 children,3 children,4 or more children,No education,Primary education,Lower secondary,Upper secondary,Bachelor,Full-time employee,Part-time employee,Self-employed,Retired/pensioned,Housewife,Student,Unemployed,Other,Upper class,Upper middle class,Lower middle class,Working class,Lower class
Q212,"Now I’d like you to look at this card. I’m going to read out some forms of political action that people can take, and I’d like you to tell me, for each one, whether you have done any of these things, whether you might do it or would never under any circumstances do it? Joining strikes",Have done,%2.9,%3.23,%2.57,%2.1,%2.76,%4.06,%3.21,%1.79,%8.06,%2.05,%3.65,%3.06,%3.07,%4.81,%2.89,%2.17,%2.73,%4.1,%2.91,%3.54,%5.1,%2.14,%5.52,%1.63,%2.63,%1.86,%0,%4.0,%2.79,%2.96,%3.1,%2.87
Q212,"Now I’d like you to look at this card. I’m going to read out some forms of political action that people can take, and I’d like you to tell me, for each one, whether you have done any of these things, whether you might do it or would never under any circumstances do it? Joining strikes",Might do,%35.65,%40.18,%31.13,%39.27,%37.57,%28.08,%33.8,%40.36,%35.48,%40.97,%34.9,%36.56,%29.12,%17.79,%23.47,%33.45,%44.14,%37.61,%40.53,%39.72,%29.59,%38.03,%31.72,%26.8,%43.86,%42.86,%35.0,%48.0,%40.53,%30.89,%36.48,%35.63
Q212,"Now I’d like you to look at this card. I’m going to read out some forms of political action that people can take, and I’d like you to tell me, for each one, whether you have done any of these things, whether you might do it or would never under any circumstances do it? Joining strikes",Would never do,%55.9,%51.12,%60.68,%51.47,%54.42,%63.64,%58.05,%51.09,%53.23,%50.72,%57.55,%57.31,%62.07,%65.38,%65.7,%58.68,%49.22,%53.85,%50.49,%51.62,%54.08,%56.84,%59.31,%65.52,%46.49,%49.69,%65.0,%44.0,%52.42,%62.42,%55.24,%53.45
Q213,"What about these forms of political action and social activism that people can take? Please, tell me for each of them if you have done any of these things, whether you might do it or would never under any circumstances do it? Donating to a group or campaign",Have done,%14.49,%14.91,%14.07,%13.6,%15.1,%14.45,%15.56,%13.03,%6.45,%13.66,%12.76,%16.16,%14.56,%16.83,%7.94,%14.84,%15.62,%13.33,%19.17,%15.04,%10.2,%21.37,%17.24,%12.42,%10.53,%12.42,%20.0,%16.0,%18.5,%13.64,%13.74,%7.47
Q213,"What about these forms of political action and social activism that people can take? Please, tell me for each of them if you have done any of these things, whether you might do it or would never under any circumstances do it? Donating to a group or campaign",Might do,%46.21,%47.56,%44.87,%48.95,%46.22,%43.02,%45.76,%47.38,%54.84,%49.38,%45.57,%45.75,%46.74,%33.17,%41.52,%44.63,%49.61,%49.23,%46.12,%48.28,%41.84,%41.03,%44.83,%43.3,%54.39,%49.69,%45.0,%64.0,%44.79,%40.15,%51.7,%52.87
Q213,"What about these forms of political action and social activism that people can take? Please, tell me for each of them if you have done any of these things, whether you might do it or would never under any circumstances do it? Donating to a group or campaign",Would never do,%35.36,%34.3,%36.42,%32.96,%35.17,%38.47,%34.94,%35.12,%37.1,%32.85,%39.58,%35.2,%33.72,%41.83,%42.24,%36.76,%32.03,%34.87,%30.83,%33.43,%40.82,%36.32,%35.17,%39.05,%30.7,%34.16,%25.0,%20.0,%34.07,%43.63,%30.13,%35.63
Q214,"What about these forms of political action and social activism that people can take? Please, tell me for each of them if you have done any of these things, whether you might do it or would never under any circumstances do it? Contacting a government official",Have done,%5.71,%6.46,%4.97,%3.51,%6.81,%6.33,%6.61,%3.83,%8.06,%3.59,%5.47,%6.63,%7.66,%11.06,%3.61,%4.91,%5.86,%6.32,%8.01,%6.29,%5.1,%11.97,%10.34,%2.61,%2.63,%3.73,%5.0,%8.0,%7.93,%5.02,%4.58,%6.32
Q214,"What about these forms of political action and social activism that people can take? Please, tell me for each of them if you have done any of these things, whether you might do it or would never under any circumstances do it? Contacting a government official",Might do,%45.84,%49.46,%42.22,%51.19,%45.67,%39.94,%44.62,%48.4,%46.77,%50.0,%44.53,%46.94,%41.0,%31.73,%35.02,%44.52,%50.0,%49.23,%48.06,%47.79,%47.96,%46.15,%42.76,%39.87,%50.88,%52.17,%60.0,%48.0,%46.4,%41.83,%49.63,%51.72
Q214,"What about these forms of political action and social activism that people can take? Please, tell me for each of them if you have done any of these things, whether you might do it or would never under any circumstances do it? Contacting a government official",Would never do,%43.48,%39.27,%47.68,%39.13,%43.28,%48.86,%44.36,%41.63,%40.32,%40.97,%47.66,%42.52,%45.59,%47.6,%52.35,%46.0,%39.45,%41.2,%38.59,%41.99,%41.84,%37.61,%43.45,%51.31,%40.35,%37.89,%30.0,%44.0,%41.85,%50.06,%39.88,%37.93
Q215,"What about these forms of political action and social activism that people can take? Please, tell me for each of them if you have done any of these things, whether you might do it or would never under any circumstances do it? Encouraging others to take action about political issues",Have done,%4.8,%5.8,%3.81,%3.65,%5.62,%4.71,%5.48,%3.32,%6.45,%3.29,%3.65,%5.61,%5.36,%11.06,%3.25,%3.31,%9.38,%5.47,%5.34,%6.1,%3.06,%8.12,%6.21,%1.96,%4.39,%3.73,%0,%0,%5.43,%3.73,%5.47,%6.32
Q215,"What about these forms of political action and social activism that people can take? Please, tell me for each of them if you have done any of these things, whether you might do it or would never under any circumstances do it? Encouraging others to take action about political issues",Might do,%29.4,%31.15,%27.65,%32.12,%30.11,%25.0,%27.32,%32.82,%38.71,%33.98,%29.69,%26.7,%26.44,%18.75,%20.94,%28.77,%28.91,%33.16,%31.31,%30.68,%32.65,%29.91,%29.66,%24.67,%36.84,%34.78,%15.0,%52.0,%34.36,%28.57,%26.14,%27.01
Q215,"What about these forms of political action and social activism that people can take? Please, tell me for each of them if you have done any of these things, whether you might do it or would never under any circumstances do it? Encouraging others to take action about political issues",Would never do,%60.7,%58.24,%63.16,%57.36,%60.22,%65.42,%62.32,%57.98,%53.23,%57.29,%62.5,%63.78,%64.75,%59.62,%66.43,%63.24,%56.64,%58.46,%57.52,%58.7,%55.1,%58.97,%60.69,%66.67,%53.51,%58.39,%85.0,%48.0,%56.53,%64.86,%61.6,%61.49
Q216,"What about these forms of political action and social activism that people can take? Please, tell me for each of them if you have done any of these things, whether you might do it or would never under any circumstances do it? Encouraging others to vote",Have done,%7.66,%8.53,%6.79,%5.61,%8.56,%8.44,%8.55,%5.36,%12.9,%5.03,%7.29,%9.52,%8.81,%13.94,%6.14,%5.48,%12.89,%7.86,%9.71,%8.75,%7.14,%13.68,%9.66,%4.41,%6.14,%5.59,%0,%12.0,%8.22,%6.18,%8.71,%9.2
Q216,"What about these forms of political action and social activism that people can take? Please, tell me for each of them if you have done any of these things, whether you might do it or would never under any circumstances do it? Encouraging others to vote",Might do,%37.89,%41.26,%34.52,%41.94,%38.58,%31.98,%36.47,%41.12,%33.87,%42.51,%35.94,%36.56,%34.87,%27.4,%29.96,%38.01,%35.55,%41.54,%39.08,%39.63,%36.73,%38.89,%35.86,%32.68,%50.88,%40.37,%40.0,%52.0,%41.7,%35.91,%36.93,%39.08
Q216,"What about these forms of political action and social activism that people can take? Please, tell me for each of them if you have done any of these things, whether you might do it or would never under any circumstances do it? Encouraging others to vote",Would never do,%49.61,%45.57,%53.64,%46.42,%48.43,%55.36,%50.3,%48.02,%50.0,%47.54,%52.86,%50.51,%51.34,%48.56,%55.96,%51.94,%46.48,%47.69,%45.15,%47.3,%47.96,%44.87,%50.34,%57.03,%36.84,%50.93,%55.0,%36.0,%45.96,%54.83,%49.48,%46.55
Q217,"Now I’d like you to look at this card. I’m going to read out some other forms of political action that people can take using Internet and social media tools like Facebook, Twitter etc., and I’d like you to tell me, for each one, whether you have done any of these things, whether you might do it or would never under any circumstances do it? Searching information about politics and political events",Have done,%16.27,%18.72,%13.82,%15.57,%18.32,%13.47,%15.63,%18.01,%14.52,%17.25,%13.8,%16.16,%19.16,%12.98,%9.03,%13.93,%24.22,%16.41,%21.12,%17.21,%18.37,%27.35,%17.93,%10.62,%13.16,%16.77,%10.0,%28.0,%18.94,%12.36,%18.17,%14.94
Q217,"Now I’d like you to look at this card. I’m going to read out some other forms of political action that people can take using Internet and social media tools like Facebook, Twitter etc., and I’d like you to tell me, for each one, whether you have done any of these things, whether you might do it or would never under any circumstances do it? Searching information about politics and political events",Might do,%42.32,%44.66,%39.98,%46.7,%43.19,%35.71,%42.22,%43.55,%45.16,%45.38,%43.49,%40.65,%39.46,%34.13,%35.38,%41.44,%36.72,%47.52,%44.42,%47.3,%35.71,%35.47,%40.0,%36.11,%51.75,%43.48,%40.0,%40.0,%44.2,%41.7,%41.65,%43.68
Q217,"Now I’d like you to look at this card. I’m going to read out some other forms of political action that people can take using Internet and social media tools like Facebook, Twitter etc., and I’d like you to tell me, for each one, whether you have done any of these things, whether you might do it or would never under any circumstances do it? Searching information about politics and political events",Would never do,%36.31,%31.81,%40.81,%34.08,%34.53,%42.05,%36.27,%34.74,%40.32,%33.68,%36.46,%39.29,%35.63,%40.87,%44.77,%38.24,%35.55,%32.82,%32.52,%31.47,%42.86,%33.33,%38.62,%45.59,%33.33,%31.68,%45.0,%32.0,%31.72,%43.24,%34.27,%37.36
Q218,"Now I’d like you to look at this card. I’m going to read out some other forms of political action that people can take using Internet and social media tools like Facebook, Twitter etc., and I’d like you to tell me, for each one, whether you have done any of these things, whether you might do it or would never under any circumstances do it? Signing an electronic petition",Have done,%5.67,%5.8,%5.55,%5.89,%6.08,%4.71,%5.54,%5.87,%6.45,%6.26,%5.47,%5.78,%4.98,%3.85,%2.53,%4.22,%7.81,%6.84,%7.77,%6.69,%11.22,%5.98,%6.9,%3.92,%3.51,%3.73,%0,%12.0,%6.75,%5.28,%5.91,%3.45
Q218,"Now I’d like you to look at this card. I’m going to read out some other forms of political action that people can take using Internet and social media tools like Facebook, Twitter etc., and I’d like you to tell me, for each one, whether you have done any of these things, whether you might do it or would never under any circumstances do it? Signing an electronic petition",Might do,%37.64,%40.02,%35.26,%42.22,%39.5,%29.06,%35.34,%42.78,%40.32,%43.53,%36.46,%36.9,%30.27,%23.56,%27.08,%36.76,%37.89,%39.83,%42.96,%42.67,%23.47,%37.18,%30.34,%30.39,%49.12,%41.61,%40.0,%48.0,%41.85,%36.42,%35.89,%35.63
Q218,"Now I’d like you to look at this card. I’m going to read out some other forms of political action that people can take using Internet and social media tools like Facebook, Twitter etc., and I’d like you to tell me, for each one, whether you have done any of these things, whether you might do it or would never under any circumstances do it? Signing an electronic petition",Would never do,%50.48,%48.14,%52.81,%47.55,%49.17,%56.17,%51.84,%46.87,%53.23,%45.89,%51.04,%52.72,%55.94,%57.69,%57.04,%52.28,%48.83,%49.06,%45.87,%45.92,%57.14,%52.56,%58.62,%56.37,%43.86,%45.34,%55.0,%36.0,%45.23,%55.21,%50.96,%54.6
Q219,"Now I’d like you to look at this card. I’m going to read out some other forms of political action that people can take using Internet and social media tools like Facebook, Twitter etc., and I’d like you to tell me, for each one, whether you have done any of these things, whether you might do it or would never under any circumstances do it? Encouraging other people to take any form of political action",Have done,%5.34,%5.63,%5.05,%5.19,%5.62,%5.03,%5.28,%4.6,%12.9,%4.31,%5.73,%6.12,%6.13,%6.25,%2.89,%4.0,%7.03,%6.32,%7.52,%5.11,%12.24,%11.11,%7.59,%2.29,%8.77,%2.48,%0,%4.0,%6.17,%4.12,%6.5,%4.02
Q219,"Now I’d like you to look at this card. I’m going to read out some other forms of political action that people can take using Internet and social media tools like Facebook, Twitter etc., and I’d like you to tell me, for each one, whether you have done any of these things, whether you might do it or would never under any circumstances do it? Encouraging other people to take any form of political action",Might do,%43.69,%47.64,%39.74,%48.11,%44.75,%36.69,%42.15,%48.53,%38.71,%49.08,%41.93,%41.84,%39.85,%31.73,%31.41,%43.04,%46.09,%48.21,%45.63,%49.07,%29.59,%40.17,%44.14,%36.93,%50.0,%44.72,%40.0,%64.0,%46.55,%43.63,%43.28,%39.66
Q219,"Now I’d like you to look at this card. I’m going to read out some other forms of political action that people can take using Internet and social media tools like Facebook, Twitter etc., and I’d like you to tell me, for each one, whether you have done any of these things, whether you might do it or would never under any circumstances do it? Encouraging other people to take any form of political action",Would never do,%45.26,%41.51,%49.01,%41.94,%44.84,%49.84,%45.69,%43.04,%48.39,%42.71,%44.27,%48.13,%46.74,%49.04,%54.15,%46.92,%42.58,%42.05,%41.75,%41.3,%52.04,%45.3,%44.14,%51.8,%38.6,%45.34,%55.0,%32.0,%40.82,%49.16,%44.31,%52.3
Q220,"Now I’d like you to look at this card. I’m going to read out some other forms of political action that people can take using Internet and social media tools like Facebook, Twitter etc., and I’d like you to tell me, for each one, whether you have done any of these things, whether you might do it or would never under any circumstances do it? Organizing political activities, events, protests",Have done,%2.98,%3.4,%2.57,%3.09,%3.04,%2.76,%2.81,%3.07,%4.84,%2.98,%3.12,%2.72,%3.45,%2.88,%1.08,%2.74,%3.52,%3.25,%3.88,%3.83,%4.08,%2.14,%2.07,%1.8,%3.51,%3.73,%0,%4.0,%3.38,%2.7,%2.51,%5.17
Q220,"Now I’d like you to look at this card. I’m going to read out some other forms of political action that people can take using Internet and social media tools like Facebook, Twitter etc., and I’d like you to tell me, for each one, whether you have done any of these things, whether you might do it or would never under any circumstances do it? Organizing political activities, events, protests",Might do,%35.03,%37.61,%32.45,%38.29,%35.73,%30.03,%33.87,%37.93,%38.71,%39.32,%31.77,%36.05,%28.35,%26.44,%27.44,%33.45,%33.98,%37.95,%39.81,%39.04,%30.61,%38.46,%37.24,%26.14,%43.86,%34.78,%35.0,%52.0,%41.26,%33.2,%34.12,%27.59
Q220,"Now I’d like you to look at this card. I’m going to read out some other forms of political action that people can take using Internet and social media tools like Facebook, Twitter etc., and I’d like you to tell me, for each one, whether you have done any of these things, whether you might do it or would never under any circumstances do it? Organizing political activities, events, protests",Would never do,%55.45,%52.94,%57.95,%52.03,%56.17,%58.12,%56.38,%53.0,%56.45,%52.05,%58.07,%56.29,%60.54,%57.69,%58.84,%57.08,%57.42,%54.02,%50.97,%52.11,%58.16,%54.27,%57.24,%62.91,%47.37,%50.31,%60.0,%40.0,%49.63,%61.13,%53.77,%62.64
Q221,"When elections take place, do you vote always, usually or never? Please tell me separately for each of the following levels: Local level",Always,%67.78,%66.94,%68.63,%59.75,%71.18,%71.1,%71.94,%60.41,%74.19,%59.96,%66.15,%76.19,%75.48,%74.04,%67.15,%67.35,%68.75,%67.69,%69.42,%68.73,%58.16,%71.79,%68.28,%71.08,%50.88,%62.73,%70.0,%56.0,%62.85,%70.4,%72.08,%67.82
Q221,"When elections take place, do you vote always, usually or never? Please tell me separately for each of the following levels: Local level",Usually,%27.04,%28.83,%25.25,%30.58,%25.14,%26.3,%24.32,%31.93,%17.74,%32.75,%28.65,%20.92,%21.07,%22.12,%25.99,%28.2,%27.34,%25.81,%26.46,%28.12,%35.71,%24.79,%29.66,%22.39,%30.7,%30.43,%30.0,%36.0,%31.42,%24.07,%24.96,%28.16
Q221,"When elections take place, do you vote always, usually or never? Please tell me separately for each of the following levels: Local level",Never,%2.61,%2.24,%2.98,%4.63,%2.03,%1.3,%2.0,%3.32,%4.84,%3.59,%2.6,%1.7,%1.92,%1.44,%3.97,%1.94,%1.95,%2.91,%3.16,%1.97,%4.08,%2.56,%1.38,%2.94,%5.26,%4.35,%0,%4.0,%2.94,%3.6,%1.18,%2.3
Q221,"When elections take place, do you vote always, usually or never? Please tell me separately for each of the following levels: Local level",Not allowed to vote,%0.87,%0.75,%0.99,%2.38,%0.28,%0.16,%0.27,%2.04,%1.61,%1.64,%0.52,%0.51,%0,%0,%0.72,%0.34,%0.78,%2.39,%0,%0.2,%1.02,%0.43,%0.69,%0.65,%8.77,%1.24,%0,%0,%0.88,%0.77,%1.18,%0.57
Q222,"When elections take place, do you vote always, usually or never? Please tell me separately for each of the following levels: National level",Always,%69.23,%69.51,%68.96,%61.29,%71.92,%73.7,%73.61,%61.81,%70.97,%61.29,%68.23,%77.21,%79.31,%73.08,%69.31,%68.38,%72.66,%68.03,%71.36,%70.8,%59.18,%72.65,%71.72,%70.75,%52.63,%64.6,%70.0,%60.0,%64.46,%71.81,%72.53,%70.69
Q222,"When elections take place, do you vote always, usually or never? Please tell me separately for each of the following levels: National level",Usually,%25.55,%25.77,%25.33,%29.59,%23.85,%23.86,%22.44,%30.27,%27.42,%31.31,%26.3,%19.9,%17.62,%23.08,%23.83,%27.63,%23.44,%24.62,%24.51,%25.96,%30.61,%23.5,%26.9,%23.2,%28.07,%29.81,%30.0,%32.0,%30.1,%23.04,%23.49,%25.29
Q222,"When elections take place, do you vote always, usually or never? Please tell me separately for each of the following levels: National level",Never,%2.53,%2.49,%2.57,%4.07,%2.49,%0.81,%2.0,%3.45,%0,%3.49,%3.39,%1.53,%1.15,%0.96,%3.97,%1.6,%1.95,%3.59,%2.43,%1.87,%6.12,%2.99,%0.69,%2.61,%5.26,%3.73,%0,%4.0,%2.35,%3.09,%2.36,%1.72
Q222,"When elections take place, do you vote always, usually or never? Please tell me separately for each of the following levels: National level",Not allowed to vote,%0.79,%0.83,%0.75,%2.24,%0,%0.49,%0.33,%1.79,%0,%1.64,%0,%0.34,%0.38,%0,%0.36,%0.46,%0.78,%1.88,%0.24,%0.29,%0,%0.43,%0.69,%0.49,%8.77,%0.62,%0,%0,%0.88,%0.64,%0.89,%1.15
Q224,"In your view, how often do the following things occur in this country’s elections? Votes are counted fairly",Very often,%35.45,%35.54,%35.35,%28.61,%37.48,%39.77,%38.68,%30.01,%17.74,%31.01,%33.59,%38.27,%44.44,%40.38,%38.99,%36.53,%36.72,%33.68,%33.01,%34.12,%28.57,%37.18,%38.62,%39.87,%28.95,%29.81,%45.0,%24.0,%30.98,%28.7,%46.82,%41.38
Q224,"In your view, how often do the following things occur in this country’s elections? Votes are counted fairly",Fairly often,%31.51,%32.73,%30.3,%34.92,%30.02,%30.19,%31.26,%32.82,%25.81,%32.75,%30.99,%34.35,%27.2,%24.04,%27.08,%31.51,%30.47,%31.28,%35.44,%33.33,%27.55,%29.91,%26.21,%28.27,%35.09,%40.37,%25.0,%16.0,%34.51,%33.98,%26.29,%36.78
Q224,"In your view, how often do the following things occur in this country’s elections? Votes are counted fairly",Not often,%19.25,%18.89,%19.62,%20.76,%20.44,%15.42,%17.03,%22.48,%32.26,%22.07,%20.83,%16.16,%16.48,%15.38,%17.69,%16.89,%20.7,%22.56,%19.66,%20.55,%22.45,%17.95,%17.24,%17.48,%22.81,%18.63,%15.0,%20.0,%20.85,%25.61,%12.41,%11.49
Q224,"In your view, how often do the following things occur in this country’s elections? Votes are counted fairly",Not at all often,%8.16,%7.37,%8.94,%8.13,%7.46,%9.42,%8.15,%7.79,%17.74,%7.7,%10.16,%6.63,%6.9,%12.5,%8.66,%8.11,%7.81,%7.86,%8.25,%7.47,%11.22,%8.55,%10.34,%9.15,%7.89,%5.59,%0,%36.0,%7.78,%7.98,%8.71,%6.32
Q225,"In your view, how often do the following things occur in this country’s elections? Opposition candidates are prevented from running",Very often,%7.95,%7.79,%8.11,%7.29,%7.64,%9.25,%8.68,%6.64,%9.68,%6.88,%10.42,%8.16,%7.28,%8.65,%10.47,%7.53,%6.64,%6.15,%10.19,%8.55,%9.18,%5.56,%8.28,%7.68,%7.02,%8.7,%10.0,%16.0,%5.87,%7.08,%9.45,%13.79
Q225,"In your view, how often do the following things occur in this country’s elections? Opposition candidates are prevented from running",Fairly often,%28.2,%27.42,%28.97,%28.61,%27.16,%29.55,%26.72,%30.27,%32.26,%29.88,%29.95,%27.04,%24.52,%25.0,%25.27,%26.14,%29.69,%31.11,%28.88,%26.84,%31.63,%23.93,%33.79,%29.08,%34.21,%29.19,%30.0,%16.0,%26.58,%30.76,%27.47,%31.03
Q225,"In your view, how often do the following things occur in this country’s elections? Opposition candidates are prevented from running",Not often,%29.48,%29.74,%29.22,%30.29,%30.66,%26.46,%29.66,%29.76,%30.65,%31.11,%32.29,%32.14,%21.84,%18.75,%25.63,%30.59,%28.12,%30.77,%29.37,%32.35,%19.39,%29.49,%21.38,%28.59,%31.58,%28.57,%20.0,%32.0,%31.86,%35.39,%23.78,%23.56
Q225,"In your view, how often do the following things occur in this country’s elections? Opposition candidates are prevented from running",Not at all often,%25.76,%26.51,%25.0,%23.14,%27.07,%26.46,%27.19,%23.5,%14.52,%23.1,%20.31,%25.68,%37.55,%33.65,%26.71,%26.03,%27.34,%24.79,%25.49,%24.88,%23.47,%33.33,%27.59,%26.31,%19.3,%24.22,%20.0,%32.0,%28.34,%21.36,%29.99,%24.71
Q226,"In your view, how often do the following things occur in this country’s elections? TV news favors the governing party",Very often,%15.03,%15.0,%15.07,%14.03,%15.1,%16.07,%15.36,%13.54,%29.03,%13.55,%17.71,%14.8,%15.33,%17.31,%14.8,%13.47,%17.19,%15.38,%16.5,%14.55,%21.43,%17.52,%17.93,%13.4,%13.16,%13.66,%35.0,%28.0,%11.89,%14.8,%16.4,%23.56
Q226,"In your view, how often do the following things occur in this country’s elections? TV news favors the governing party",Fairly often,%37.27,%38.36,%36.18,%38.85,%35.73,%38.15,%36.87,%38.7,%35.48,%39.12,%35.16,%36.05,%38.7,%34.13,%35.02,%38.7,%32.42,%35.56,%41.5,%40.22,%24.49,%29.91,%34.48,%36.11,%39.47,%47.2,%10.0,%32.0,%39.5,%35.52,%39.0,%39.66
Q226,"In your view, how often do the following things occur in this country’s elections? TV news favors the governing party",Not often,%28.24,%28.25,%28.23,%27.07,%30.48,%25.65,%28.19,%28.48,%22.58,%28.85,%27.08,%30.61,%25.29,%24.52,%27.08,%26.94,%29.3,%31.79,%25.97,%29.7,%24.49,%26.92,%30.34,%27.29,%32.46,%22.36,%25.0,%28.0,%28.63,%33.59,%24.37,%20.11
Q226,"In your view, how often do the following things occur in this country’s elections? TV news favors the governing party",Not at all often,%11.76,%11.68,%11.84,%8.98,%12.15,%14.29,%12.96,%9.58,%6.45,%9.75,%14.84,%11.56,%15.33,%11.54,%11.55,%12.21,%12.89,%11.62,%10.68,%9.44,%11.22,%17.52,%13.1,%14.05,%7.89,%11.18,%15.0,%8.0,%14.1,%10.42,%11.82,%11.49
Q227,"In your view, how often do the following things occur in this country’s elections? Voters are bribed",Very often,%11.8,%12.1,%11.51,%12.2,%11.88,%11.2,%11.62,%11.75,%16.13,%11.19,%12.5,%12.59,%9.96,%13.46,%13.72,%8.9,%13.28,%13.33,%13.59,%12.68,%17.35,%14.53,%7.59,%8.33,%10.53,%17.39,%15.0,%20.0,%8.81,%11.71,%13.59,%15.52
Q227,"In your view, how often do the following things occur in this country’s elections? Voters are bribed",Fairly often,%29.81,%29.49,%30.13,%32.68,%29.28,%27.44,%28.72,%32.18,%37.1,%32.34,%30.47,%28.57,%26.05,%25.0,%23.1,%27.85,%30.47,%33.85,%32.52,%30.68,%26.53,%19.66,%31.72,%29.74,%38.6,%35.4,%20.0,%24.0,%31.72,%33.98,%26.0,%27.59
Q227,"In your view, how often do the following things occur in this country’s elections? Voters are bribed",Not often,%27.29,%27.67,%26.9,%25.67,%28.45,%27.11,%27.19,%27.59,%22.58,%28.64,%30.21,%28.91,%21.84,%17.79,%23.83,%29.45,%27.34,%26.5,%25.73,%29.01,%20.41,%27.35,%24.83,%27.29,%30.7,%21.74,%20.0,%24.0,%27.61,%30.12,%26.44,%20.69
Q227,"In your view, how often do the following things occur in this country’s elections? Voters are bribed",Not at all often,%22.32,%22.62,%22.02,%18.37,%22.28,%26.95,%24.92,%18.14,%9.68,%17.97,%19.53,%22.45,%33.33,%33.65,%24.91,%24.77,%20.7,%19.32,%21.12,%20.35,%17.35,%30.77,%29.66,%25.33,%12.28,%15.53,%25.0,%28.0,%25.11,%17.76,%23.78,%27.59
Q228,"In your view, how often do the following things occur in this country’s elections? Journalists provide fair coverage of elections",Very often,%13.13,%13.67,%12.58,%12.2,%12.34,%15.58,%12.96,%13.03,%12.9,%14.37,%13.54,%14.46,%8.05,%9.13,%13.72,%14.38,%11.72,%13.16,%11.17,%12.19,%14.29,%12.82,%13.79,%15.52,%10.53,%11.8,%10.0,%12.0,%13.95,%13.26,%12.56,%14.37
Q228,"In your view, how often do the following things occur in this country’s elections? Journalists provide fair coverage of elections",Fairly often,%36.48,%36.29,%36.67,%37.31,%35.45,%37.34,%36.94,%36.14,%40.32,%35.73,%36.2,%39.46,%36.78,%31.73,%31.77,%36.3,%33.59,%37.26,%41.02,%38.54,%26.53,%30.77,%35.17,%35.46,%38.6,%42.86,%35.0,%28.0,%36.42,%36.68,%37.22,%40.8
Q228,"In your view, how often do the following things occur in this country’s elections? Journalists provide fair coverage of elections",Not often,%28.24,%29.25,%27.24,%29.03,%29.47,%25.16,%27.79,%28.99,%24.19,%29.67,%28.91,%27.04,%27.2,%25.0,%27.44,%27.97,%30.86,%29.06,%26.21,%30.48,%26.53,%26.07,%28.28,%25.33,%30.7,%27.33,%30.0,%40.0,%26.87,%31.27,%27.18,%26.44
Q228,"In your view, how often do the following things occur in this country’s elections? Journalists provide fair coverage of elections",Not at all often,%13.17,%13.17,%13.16,%9.54,%14.73,%14.61,%14.43,%10.86,%12.9,%10.37,%13.8,%12.24,%19.54,%19.71,%13.36,%11.64,%16.02,%13.5,%14.08,%11.7,%11.22,%23.93,%16.55,%13.07,%11.4,%7.45,%10.0,%16.0,%16.01,%12.61,%12.7,%10.34
Q229,"In your view, how often do the following things occur in this country’s elections? Election officials are fair",Very often,%31.55,%31.4,%31.71,%26.79,%32.87,%34.74,%33.6,%28.1,%17.74,%27.72,%26.56,%37.41,%37.16,%35.1,%39.35,%31.28,%32.81,%30.43,%28.16,%30.09,%23.47,%34.62,%30.34,%36.44,%24.56,%29.81,%30.0,%20.0,%30.1,%26.38,%39.44,%36.78
Q229,"In your view, how often do the following things occur in this country’s elections? Election officials are fair",Fairly often,%31.59,%32.06,%31.13,%33.38,%30.76,%31.01,%31.4,%32.06,%38.71,%32.65,%35.94,%30.44,%29.5,%24.52,%22.74,%31.74,%32.42,%32.65,%35.68,%33.24,%30.61,%28.63,%32.41,%28.27,%39.47,%32.3,%40.0,%24.0,%32.45,%33.98,%28.95,%33.33
Q229,"In your view, how often do the following things occur in this country’s elections? Election officials are fair",Not often,%21.45,%22.95,%19.95,%23.0,%22.1,%18.51,%20.24,%23.75,%20.97,%24.44,%20.83,%19.39,%18.01,%18.75,%15.16,%20.89,%21.09,%23.93,%23.06,%23.89,%20.41,%22.22,%22.76,%16.99,%21.05,%24.84,%10.0,%32.0,%22.76,%26.38,%16.99,%12.64
Q229,"In your view, how often do the following things occur in this country’s elections? Election officials are fair",Not at all often,%7.2,%6.05,%8.36,%6.17,%7.27,%8.28,%7.82,%6.13,%9.68,%6.06,%10.16,%6.12,%7.28,%10.1,%9.39,%7.42,%6.64,%6.15,%7.04,%5.9,%7.14,%8.12,%8.28,%9.15,%6.14,%5.59,%5.0,%16.0,%7.78,%7.21,%6.35,%8.62
Q230,"In your view, how often do the following things occur in this country’s elections? Rich people buy elections",Very often,%7.49,%6.88,%8.11,%7.01,%7.0,%8.93,%7.68,%6.77,%9.68,%7.08,%8.59,%6.29,%8.43,%9.62,%7.94,%6.74,%10.55,%7.18,%7.28,%7.28,%9.18,%8.12,%11.03,%7.03,%4.39,%7.45,%15.0,%16.0,%5.14,%7.59,%9.45,%10.34
Q230,"In your view, how often do the following things occur in this country’s elections? Rich people buy elections",Fairly often,%27.29,%28.91,%25.66,%27.91,%26.98,%27.11,%26.99,%27.97,%33.87,%28.03,%26.82,%27.55,%26.44,%25.0,%25.27,%25.34,%26.56,%28.21,%32.28,%29.5,%27.55,%24.36,%26.21,%22.88,%31.58,%37.89,%0,%24.0,%27.46,%31.27,%23.04,%29.89
