Cinsiyet,Yaş Grubu,Medeni Durum,Çocuk Sahipliği,Eğitim Düzeyi,İş Durumu,Sosyal Sınıf,Yerleşim Yeri,Bölge,Count,Prompt
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Diğer,Orta sınıfın üst kısmında,Kent merkezinde,"TR33: Manisa, Afyon, Kütahya, Uşak",1,"Selma, 20 yaşında bekâr bir kadın, çocuğu yok, universite mezunu, Uşak şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, diğer birisidir."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Ev kadını,Orta sınıfın alt kısmında,Kent merkezinde,TR31: İzmir,1,"Aysel, 26 yaşında bekâr bir kadın, çocuğu yok, universite mezunu, İzmir şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, ev kadını birisidir."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Ev kadını,Orta sınıfın alt kısmında,Kırsal alanda,"TR32: Aydın, Denizli, Muğla",1,"Meryem, 18 yaşında bekâr bir kadın, çocuğu yok, universite mezunu, Denizli şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, ev kadını birisidir."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Ev kadını,Orta sınıfın alt kısmında,Kırsal alanda,"TR33: Manisa, Afyon, Kütahya, Uşak",2,"Esra, 22 yaşında bekâr bir kadın, çocuğu yok, universite mezunu, Uşak şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, ev kadını birisidir."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Ev kadını,Orta sınıfın üst kısmında,Kent merkezinde,"TR52: Konya, Karaman",1,"Merve, 26 yaşında bekâr bir kadın, çocuğu yok, universite mezunu, Konya şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, ev kadını birisidir."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Ev kadını,Orta sınıfın üst kısmında,Kent merkezinde,"TRC2: Şanlıurfa, Diyarbakır",1,"Şerife, 27 yaşında bekâr bir kadın, çocuğu yok, universite mezunu, Diyarbakır şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, ev kadını birisidir."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Işsiz/iş arayan,,Kent merkezinde,"TRC2: Şanlıurfa, Diyarbakır",1,"Zeliha, 26 yaşında bekâr bir kadın, çocuğu yok, universite mezunu, Şanlıurfa şehrinde kent merkezinde yaşayan, sosyal sınıfı hakkında bilgi vermemiş, işsiz/iş arayan birisidir."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Işsiz/iş arayan,Alt sınıf,Kent merkezinde,"TR62: Adana, Mersin",1,"Elif, 19 yaşında bekâr bir kadın, çocuğu yok, universite mezunu, Adana şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını alt sınıf olarak tanımlayan, işsiz/iş arayan birisidir."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Işsiz/iş arayan,Orta sınıfın alt kısmında,Kent merkezinde,TR31: İzmir,1,"Büşra, 26 yaşında bekâr bir kadın, çocuğu yok, universite mezunu, İzmir şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, işsiz/iş arayan birisidir."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Işsiz/iş arayan,Orta sınıfın alt kısmında,Kent merkezinde,"TR32: Aydın, Denizli, Muğla",1,"Fadime, 18 yaşında bekâr bir kadın, çocuğu yok, universite mezunu, Aydın şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, işsiz/iş arayan birisidir."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Işsiz/iş arayan,Orta sınıfın alt kısmında,Kent merkezinde,TR51: Ankara,1,"Esra, 19 yaşında bekâr bir kadın, çocuğu yok, universite mezunu, Ankara şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, işsiz/iş arayan birisidir."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Işsiz/iş arayan,Orta sınıfın alt kısmında,Kent merkezinde,"TR82: Kastamonu, Çankırı, Sinop",1,"Esra, 24 yaşında bekâr bir kadın, çocuğu yok, universite mezunu, Kastamonu şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, işsiz/iş arayan birisidir."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Işsiz/iş arayan,Orta sınıfın üst kısmında,Kent merkezinde,"TR32: Aydın, Denizli, Muğla",1,"Hatice, 20 yaşında bekâr bir kadın, çocuğu yok, universite mezunu, Muğla şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, işsiz/iş arayan birisidir."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Işsiz/iş arayan,Orta sınıfın üst kısmında,Kent merkezinde,TR51: Ankara,1,"Büşra, 25 yaşında bekâr bir kadın, çocuğu yok, universite mezunu, Ankara şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, işsiz/iş arayan birisidir."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Işsiz/iş arayan,Orta sınıfın üst kısmında,Kırsal alanda,"TR42: Kocaeli, Sakarya, Düzce, Bolu, Yalova",1,"Leyla, 28 yaşında bekâr bir kadın, çocuğu yok, universite mezunu, Sakarya şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, işsiz/iş arayan birisidir."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Işsiz/iş arayan,"Çalışan, işçi, emekçi sınıfı",Kent merkezinde,"TR41: Bursa, Eskişehir, Bilecik",1,"Merve, 23 yaşında bekâr bir kadın, çocuğu yok, universite mezunu, Bilecik şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, işsiz/iş arayan birisidir."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Kendi işinin sahibi,Orta sınıfın alt kısmında,Kent merkezinde,TR31: İzmir,1,"Emine, 23 yaşında bekâr bir kadın, çocuğu yok, universite mezunu, İzmir şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, kendi işinin sahibi birisidir."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Kendi işinin sahibi,Orta sınıfın üst kısmında,Kent merkezinde,TR10: İstanbul,1,"Leyla, 29 yaşında bekâr bir kadın, çocuğu yok, universite mezunu, İstanbul şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, kendi işinin sahibi birisidir."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Oğrenci,Orta sınıfın üst kısmında,Kent merkezinde,TR31: İzmir,1,"Aysel, 28 yaşında bekâr bir kadın, çocuğu yok, universite mezunu, İzmir şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, oğrenci birisidir."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Oğrenci,"Çalışan, işçi, emekçi sınıfı",Kent merkezinde,"TRB1: Malatya, Elazığ, Bingöl, Tunceli",1,"Emine, 18 yaşında bekâr bir kadın, çocuğu yok, universite mezunu, Elazığ şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, oğrenci birisidir."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Ucretli ve tam zamanlı çalışan,Orta sınıfın alt kısmında,Kent merkezinde,TR10: İstanbul,1,"Hülya, 19 yaşında bekâr bir kadın, çocuğu yok, universite mezunu, İstanbul şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Ucretli ve tam zamanlı çalışan,Orta sınıfın alt kısmında,Kent merkezinde,"TR22: Balıkesir, Çanakkale",1,"Dilek, 22 yaşında bekâr bir kadın, çocuğu yok, universite mezunu, Çanakkale şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Ucretli ve tam zamanlı çalışan,Orta sınıfın alt kısmında,Kent merkezinde,"TR33: Manisa, Afyon, Kütahya, Uşak",1,"Elif, 23 yaşında bekâr bir kadın, çocuğu yok, universite mezunu, Uşak şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Ucretli ve tam zamanlı çalışan,Orta sınıfın alt kısmında,Kent merkezinde,"TR71: Kırıkkale, Aksaray, Niğde, Kırşehir, Nevşehir",1,"Zeliha, 26 yaşında bekâr bir kadın, çocuğu yok, universite mezunu, Nevşehir şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Ucretli ve tam zamanlı çalışan,Orta sınıfın alt kısmında,Kırsal alanda,"TR33: Manisa, Afyon, Kütahya, Uşak",1,"Rabia, 28 yaşında bekâr bir kadın, çocuğu yok, universite mezunu, Uşak şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Ucretli ve tam zamanlı çalışan,Orta sınıfın alt kısmında,Kırsal alanda,"TR83: Samsun, Tokat, Çorum, Amasya",1,"Fatma, 19 yaşında bekâr bir kadın, çocuğu yok, universite mezunu, Tokat şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Ucretli ve tam zamanlı çalışan,Orta sınıfın alt kısmında,Kırsal alanda,"TR90: Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane",1,"Sultan, 22 yaşında bekâr bir kadın, çocuğu yok, universite mezunu, Artvin şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Ucretli ve tam zamanlı çalışan,Orta sınıfın üst kısmında,Kent merkezinde,TR10: İstanbul,4,"Gülsüm, 18 yaşında bekâr bir kadın, çocuğu yok, universite mezunu, İstanbul şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Ucretli ve tam zamanlı çalışan,Orta sınıfın üst kısmında,Kent merkezinde,"TR32: Aydın, Denizli, Muğla",1,"Hanife, 28 yaşında bekâr bir kadın, çocuğu yok, universite mezunu, Aydın şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Ucretli ve tam zamanlı çalışan,Orta sınıfın üst kısmında,Kent merkezinde,"TR33: Manisa, Afyon, Kütahya, Uşak",1,"Esra, 27 yaşında bekâr bir kadın, çocuğu yok, universite mezunu, Uşak şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Ucretli ve tam zamanlı çalışan,Orta sınıfın üst kısmında,Kent merkezinde,"TR42: Kocaeli, Sakarya, Düzce, Bolu, Yalova",1,"Zeliha, 29 yaşında bekâr bir kadın, çocuğu yok, universite mezunu, Düzce şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Ucretli ve tam zamanlı çalışan,Orta sınıfın üst kısmında,Kent merkezinde,"TR61: Antalya, Isparta, Burdur",1,"Meryem, 29 yaşında bekâr bir kadın, çocuğu yok, universite mezunu, Antalya şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Ucretli ve tam zamanlı çalışan,Orta sınıfın üst kısmında,Kent merkezinde,"TR63: Hatay, Kahramanmaraş, Osmaniye",1,"Yasemin, 25 yaşında bekâr bir kadın, çocuğu yok, universite mezunu, Kahramanmaraş şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Ucretli ve tam zamanlı çalışan,Orta sınıfın üst kısmında,Kent merkezinde,"TR83: Samsun, Tokat, Çorum, Amasya",1,"Zehra, 18 yaşında bekâr bir kadın, çocuğu yok, universite mezunu, Tokat şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Ucretli ve tam zamanlı çalışan,Orta sınıfın üst kısmında,Kırsal alanda,"TR21: Tekirdağ, Edirne, Kırklareli",2,"Havva, 22 yaşında bekâr bir kadın, çocuğu yok, universite mezunu, Kırklareli şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Ucretli ve tam zamanlı çalışan,Orta sınıfın üst kısmında,Kırsal alanda,"TR62: Adana, Mersin",1,"Havva, 26 yaşında bekâr bir kadın, çocuğu yok, universite mezunu, Adana şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Ucretli ve tam zamanlı çalışan,Orta sınıfın üst kısmında,Kırsal alanda,"TRA1: Erzurum, Erzincan, Bayburt",1,"Zeynep, 22 yaşında bekâr bir kadın, çocuğu yok, universite mezunu, Erzincan şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Ucretli ve tam zamanlı çalışan,Orta sınıfın üst kısmında,Kırsal alanda,"TRA2: Ağrı, Kars, Iğdır, Ardahan",1,"Fatma, 26 yaşında bekâr bir kadın, çocuğu yok, universite mezunu, Ağrı şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Ucretli ve tam zamanlı çalışan,Ust sınıf,Kırsal alanda,"TR42: Kocaeli, Sakarya, Düzce, Bolu, Yalova",1,"Melek, 18 yaşında bekâr bir kadın, çocuğu yok, universite mezunu, Düzce şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını ust sınıf olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Ucretli ve tam zamanlı çalışan,"Çalışan, işçi, emekçi sınıfı",Kent merkezinde,TR10: İstanbul,1,"Fadime, 21 yaşında bekâr bir kadın, çocuğu yok, universite mezunu, İstanbul şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Ucretli ve tam zamanlı çalışan,"Çalışan, işçi, emekçi sınıfı",Kent merkezinde,"TR41: Bursa, Eskişehir, Bilecik",2,"Özlem, 22 yaşında bekâr bir kadın, çocuğu yok, universite mezunu, Bilecik şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Ucretli ve tam zamanlı çalışan,"Çalışan, işçi, emekçi sınıfı",Kent merkezinde,"TR72: Kayseri, Sivas, Yozgat",1,"Özlem, 20 yaşında bekâr bir kadın, çocuğu yok, universite mezunu, Yozgat şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Ucretli ve tam zamanlı çalışan,"Çalışan, işçi, emekçi sınıfı",Kent merkezinde,"TRC1: Gaziantep, Adıyaman, Kilis",1,"Yasemin, 24 yaşında bekâr bir kadın, çocuğu yok, universite mezunu, Kilis şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Ucretli ve tam zamanlı çalışan,"Çalışan, işçi, emekçi sınıfı",Kent merkezinde,"TRC2: Şanlıurfa, Diyarbakır",1,"Hanife, 27 yaşında bekâr bir kadın, çocuğu yok, universite mezunu, Diyarbakır şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Ucretli ve yarı zamanlı çalışan,Orta sınıfın üst kısmında,Kent merkezinde,TR10: İstanbul,1,"Merve, 28 yaşında bekâr bir kadın, çocuğu yok, universite mezunu, İstanbul şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, ucretli ve yarı zamanlı çalışan birisidir."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Ucretli ve yarı zamanlı çalışan,Orta sınıfın üst kısmında,Kent merkezinde,"TR90: Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane",1,"Selma, 29 yaşında bekâr bir kadın, çocuğu yok, universite mezunu, Ordu şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, ucretli ve yarı zamanlı çalışan birisidir."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Universite mezunu,Ucretli ve yarı zamanlı çalışan,"Çalışan, işçi, emekçi sınıfı",Kent merkezinde,"TR63: Hatay, Kahramanmaraş, Osmaniye",1,"Büşra, 26 yaşında bekâr bir kadın, çocuğu yok, universite mezunu, Osmaniye şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, ucretli ve yarı zamanlı çalışan birisidir."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Şu anda öğrenci,Oğrenci,Orta sınıfın alt kısmında,Kent merkezinde,"TR71: Kırıkkale, Aksaray, Niğde, Kırşehir, Nevşehir",1,"Melek, 25 yaşında bekâr bir kadın, çocuğu yok, şu anda öğrenci, Nevşehir şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, oğrenci birisidir."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Şu anda öğrenci,Oğrenci,Orta sınıfın üst kısmında,Kent merkezinde,TR10: İstanbul,3,"Aysel, 19 yaşında bekâr bir kadın, çocuğu yok, şu anda öğrenci, İstanbul şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, oğrenci birisidir."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Şu anda öğrenci,Oğrenci,Orta sınıfın üst kısmında,Kent merkezinde,"TR83: Samsun, Tokat, Çorum, Amasya",3,"Zehra, 20 yaşında bekâr bir kadın, çocuğu yok, şu anda öğrenci, Çorum şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, oğrenci birisidir."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Şu anda öğrenci,Oğrenci,Orta sınıfın üst kısmında,Kent merkezinde,"TRC1: Gaziantep, Adıyaman, Kilis",1,"Melek, 18 yaşında bekâr bir kadın, çocuğu yok, şu anda öğrenci, Gaziantep şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, oğrenci birisidir."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Şu anda öğrenci,Oğrenci,"Çalışan, işçi, emekçi sınıfı",Kent merkezinde,"TR41: Bursa, Eskişehir, Bilecik",2,"Dilek, 28 yaşında bekâr bir kadın, çocuğu yok, şu anda öğrenci, Bursa şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, oğrenci birisidir."
Kadın,30 yaşından küçük,Bekâr,Çocuğu yok,Şu anda öğrenci,Oğrenci,"Çalışan, işçi, emekçi sınıfı",Kent merkezinde,TR51: Ankara,2,"Sevim, 23 yaşında bekâr bir kadın, çocuğu yok, şu anda öğrenci, Ankara şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, oğrenci birisidir."
Kadın,30 yaşından küçük,Evli,Çocuk sahibi,Hiç okula gitmemiş,Ev kadını,Alt sınıf,Kent merkezinde,TR10: İstanbul,1,"Merve, 21 yaşında evli bir kadın, çocuk sahibi, hiç okula gitmemiş, İstanbul şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını alt sınıf olarak tanımlayan, ev kadını birisidir."
Kadın,30 yaşından küçük,Evli,Çocuk sahibi,Hiç okula gitmemiş,Ev kadını,Orta sınıfın üst kısmında,Kent merkezinde,TR51: Ankara,1,"Şerife, 29 yaşında evli bir kadın, çocuk sahibi, hiç okula gitmemiş, Ankara şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, ev kadını birisidir."
Kadın,30 yaşından küçük,Evli,Çocuk sahibi,Hiç okula gitmemiş,Ev kadını,"Çalışan, işçi, emekçi sınıfı",Kent merkezinde,"TRC3: Mardin, Batman, Şırnak, Siirt",1,"Büşra, 19 yaşında evli bir kadın, çocuk sahibi, hiç okula gitmemiş, Mardin şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, ev kadını birisidir."
Kadın,30 yaşından küçük,Evli,Çocuk sahibi,Ilkokul mezunu,Ev kadını,,Kent merkezinde,"TRB2: Van, Muş, Bitlis, Hakkari",1,"Cemile, 25 yaşında evli bir kadın, çocuk sahibi, ilkokul mezunu, Van şehrinde kent merkezinde yaşayan, sosyal sınıfı hakkında bilgi vermemiş, ev kadını birisidir."
Kadın,30 yaşından küçük,Evli,Çocuk sahibi,Ilkokul mezunu,Ev kadını,,Kırsal alanda,"TR90: Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane",1,"Rabia, 26 yaşında evli bir kadın, çocuk sahibi, ilkokul mezunu, Rize şehrinde kırsal alanda yaşayan, sosyal sınıfı hakkında bilgi vermemiş, ev kadını birisidir."
Kadın,30 yaşından küçük,Evli,Çocuk sahibi,Ilkokul mezunu,Ev kadını,Alt sınıf,Kent merkezinde,TR51: Ankara,1,"Dilek, 20 yaşında evli bir kadın, çocuk sahibi, ilkokul mezunu, Ankara şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını alt sınıf olarak tanımlayan, ev kadını birisidir."
Kadın,30 yaşından küçük,Evli,Çocuk sahibi,Ilkokul mezunu,Ev kadını,Alt sınıf,Kent merkezinde,"TRC2: Şanlıurfa, Diyarbakır",1,"Fadime, 24 yaşında evli bir kadın, çocuk sahibi, ilkokul mezunu, Şanlıurfa şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını alt sınıf olarak tanımlayan, ev kadını birisidir."
Kadın,30 yaşından küçük,Evli,Çocuk sahibi,Ilkokul mezunu,Ev kadını,Alt sınıf,Kırsal alanda,"TRA2: Ağrı, Kars, Iğdır, Ardahan",1,"Emine, 25 yaşında evli bir kadın, çocuk sahibi, ilkokul mezunu, Ağrı şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını alt sınıf olarak tanımlayan, ev kadını birisidir."
Kadın,30 yaşından küçük,Evli,Çocuk sahibi,Ilkokul mezunu,Ev kadını,Orta sınıfın alt kısmında,Kent merkezinde,TR51: Ankara,1,"Özlem, 25 yaşında evli bir kadın, çocuk sahibi, ilkokul mezunu, Ankara şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, ev kadını birisidir."
Kadın,30 yaşından küçük,Evli,Çocuk sahibi,Ilkokul mezunu,Ev kadını,Orta sınıfın alt kısmında,Kent merkezinde,"TR61: Antalya, Isparta, Burdur",1,"Hatice, 27 yaşında evli bir kadın, çocuk sahibi, ilkokul mezunu, Isparta şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, ev kadını birisidir."
Kadın,30 yaşından küçük,Evli,Çocuk sahibi,Ilkokul mezunu,Ev kadını,Orta sınıfın alt kısmında,Kent merkezinde,"TR90: Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane",1,"Dilek, 23 yaşında evli bir kadın, çocuk sahibi, ilkokul mezunu, Ordu şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, ev kadını birisidir."
Kadın,30 yaşından küçük,Evli,Çocuk sahibi,Ilkokul mezunu,Ev kadını,Orta sınıfın üst kısmında,Kent merkezinde,"TR33: Manisa, Afyon, Kütahya, Uşak",1,"Sultan, 22 yaşında evli bir kadın, çocuk sahibi, ilkokul mezunu, Kütahya şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, ev kadını birisidir."
